Product ID;Active (0/1);Name;Categories (x,y,z...);Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Send me an email;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Image alt texts (x,y,z...);Delete existing images(0 = No, 1 = Yes);Feature(Name: Value: Position);Available online only(0 = No, 1 = Yes);Condition;Customizable(0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Acessories(x, y, z...)
168;1;Kolor z przestworzy (DVD);1006|1001|1000|1003|1004;21.94;1;16.05;0;;;;;demo_168;demo_168;;;;;;;;;;;;;1;;0;both;;;;Film;Laureat Oscara Nicolas Cage („Mandy”, „Ghost Rider”) w ekranizacji opowiadania mistrza literackiej grozy H.P. Lovecrafta. Pierwszy od 25 lat fabularny obraz Richarda Stanleya, twórcy kultowego „Hardware”.Rodzina Gardnerów niedawno odziedziczyła niewielką posiadłość niedaleko Arkham w Massachusetts i zdecydowała się porzucić życie w mieście na rzecz wiejskich uroków i wyzwań. Głowa rodu, Nathan (Nicolas Cage), próbuje swoich sił w ogrodnictwie, ale póki co jego starania przynoszą mizerne rezultaty. Wszystko to zmienia się pewnego wieczoru, gdy na farmie rozbija się niewielki, emanujący fioletowo-różowym światłem meteoryt. Zanim zgaśnie, przyniesione przez niego substancje zdążą przeniknąć do gleby i lokalnych wód. Ich efektem będą początkowo nad wyraz obfite plony. Wkrótce jednak okaże się, że konsekwencje kosmicznej katastrofy są dużo bardziej złożone, a Gardenowie muszą stawić czoła zjawiskom, których zrozumienie wymyka się ludzkiemu postrzeganiu rzeczywistości.;;;;;kolor-z-przestworzy-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:Color Out of Space:1|Gatunek:Horror:2|Gatunek:Science fiction:2|Reżyseria:Stanley Richard:3|Obsada:Cage Nicolas:4|Obsada:Richardson Joely:4|Scenariusz:Richard Stanley:5|Scenariusz:Scarlett Amaris:5|Muzyka:Colin Stetson:6|Czas trwania [min]:106:7|Kraj produkcji:Portugalia:8|Kraj produkcji:USA:8|Rok produkcji:2019:9|Nośnik:DVD:10|Liczba nośników:1:11|Napisy:Polskie:12|Dźwięk:Angielski 5.1 Dolby Digital:13|Dźwięk:Polski 5.1 Dolby Digital (lektor):13|Format obrazu:169:14|;0;new;1;;;;;;;;;;;;;
657;1;Koty (BD);1017|1002|1000|1011|1012|1013;56.83;1;41.58;0;;;;;demo_657;demo_657;;;;;;;;;;;;;1;;0;both;;;;Film;Laureat Oscara ®*Tom Hooper zamienia przebojowy musical Andrew Lloyda Webbera w wydarzenie filmowe.W rolach głównych James Corden, Judi Dench, Jason Derulo, Idris Elba, Jennifer Hudson, Ian McKellen, Taylor Swift, Rebel Wilson oraz solistka Royal Ballet Francesca Hayward. Dysponując światowej klasy tancerzami, mając do wyboru rozmaite konwencje tańca od klasycznego baletu po taniec współczesny, od jazzu po hip-hop, od stepowania po street dance, film ten prezentuje kolejnym generacjom w całkiem nowym świetle musical, znany dotąd tylko z desek teatru. Bez trudu uwierzycie w magię i czar Kotów.;;;;;koty-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:Cats:1|Gatunek:Dramat:2|Gatunek:Fantasy:2|Gatunek:Musical:2|Reżyseria:Hooper Tom:3|Obsada:Corden James:4|Obsada:Dench Judi:4|Scenariusz:Lee Hall:5|Scenariusz:Tom Hooper:5|Muzyka:Andrew Lloyd Webber:6|Czas trwania [min]:110:7|Kraj produkcji:USA:8|Kraj produkcji:Wielka Brytania:8|Rok produkcji:2019:9|Nośnik:Blu-ray:10|Liczba nośników:1:11|Napisy:Angielskie:12|Napisy:Polskie:12|Dźwięk:Angielski 5.1 Dolby Digital:13|Dźwięk:Polski 5.1 Dolby Digital:13|Format obrazu:169:14|Dodatkowo na płycie:Ponad 40 minut materiałów dodatkowych, a w tym 9 żyć obsada „Kotów” + „Śpiewając na żywo” oraz niezwykła podróż reżysera + filmując muzykę + sztuka tańca + dawkowanie magii + tancerze + komentarze twórców:15|Region:2:16|;0;new;1;;;;;;;;;;;;;
179;1;Koty (DVD);1006|1001|1000|1003|1004|1005;21.94;1;16.05;0;;;;;demo_179;demo_179;;;;;;;;;;;;;1;;0;both;;;;Film;Laureat Oscara ®*Tom Hooper zamienia przebojowy musical Andrew Lloyda Webbera w wydarzenie filmowe.W rolach głównych James Corden, Judi Dench, Jason Derulo, Idris Elba, Jennifer Hudson, Ian McKellen, Taylor Swift, Rebel Wilson oraz solistka Royal Ballet Francesca Hayward. Dysponując światowej klasy tancerzami, mając do wyboru rozmaite konwencje tańca od klasycznego baletu po taniec współczesny, od jazzu po hip-hop, od stepowania po street dance, film ten prezentuje kolejnym generacjom w całkiem nowym świetle musical, znany dotąd tylko z desek teatru. Bez trudu uwierzycie w magię i czar Kotów.;;;;;koty-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:Cats:1|Gatunek:Dramat:2|Gatunek:Fantasy:2|Gatunek:Musical:2|Reżyseria:Hooper Tom:3|Obsada:Corden James:4|Obsada:Dench Judi:4|Scenariusz:Lee Hall:5|Scenariusz:Tom Hooper:5|Muzyka:Andrew Lloyd Webber:6|Czas trwania [min]:110:7|Kraj produkcji:USA:8|Kraj produkcji:Wielka Brytania:8|Rok produkcji:2019:9|Nośnik:DVD:10|Liczba nośników:1:11|Napisy:Angielskie:12|Napisy:Polskie:12|Dźwięk:Angielski 5.1 Dolby Digital:13|Dźwięk:Polski 5.1 Dolby Digital:13|Format obrazu:169:14|Dodatkowo na płycie:Ponad 40 minut materiałów dodatkowych, a w tym 9 żyć obsada „Kotów” + „Śpiewając na żywo” oraz niezwykła podróż reżysera + filmując muzykę + sztuka tańca + dawkowanie magii + tancerze + komentarze twórców:15|Region:2:16|;0;new;1;;;;;;;;;;;;;
18;1;Kraina lodu;1003|1001|1000|1003|1004;20.32;1;14.87;0;;;;;demo_18;demo_18;;;;;;;;;;;;;1;;0;both;;;;Film;Walt Disney Animation Studios prezentuje zakręconą wariację na temat jednej z najbardziej wzruszających baśni Andersena.„Kraina lodu” – okrzyknięta przez krytyków najlepszą animacją Disneya od czasów „Króla Lwa” – podbije serca widzów w każdym wieku! Dzielna księżniczka Anna łączy siły z Kristoffem – nieokrzesanym handlarzem bryłami lodu oraz jego lojalnym reniferem Svenem i wyrusza w niebezpieczną podróż, aby odnaleźć starszą siostrę Elsę, której niekontrolowane moce sprowadziły na królestwo Arendelle wieczną zimę. Po drodze Annę i Kristoffa czeka wiele wyzwań, walka z żywiołami oraz spotkanie z tajemniczymi trollami i przezabawnym bałwankiem Olafem. Przepiękna animacja, sympatyczni bohaterowie, niezapomniana muzyka oraz fantastyczne materiały dodatkowe sprawią, że „Kraina lodu” zachwyci ciebie i cała rodzinę!;;;;;kraina-lodu-5;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;"Tytuł oryginalny:Frozen:1|Gatunek:Animowany:2|Gatunek:Familijny:2|Reżyseria:Buck Chris:3|Reżyseria:Lee Jennifer:3|Obsada:Cieślak Anna:4|Obsada:Kwiecień Grzegorz:4|Scenariusz:Jennifer Lee:5|Muzyka:Christophe Beck:6|Czas trwania [min]:98:7|Studio filmowe:Walt Disney Pictures:8|Kraj produkcji:USA:9|Rok produkcji:2013:10|Nośnik:DVD:11|Liczba nośników:1:12|Napisy:Angielskie (dla niesłyszących):13|Napisy:Polskie:13|Dźwięk:Angielski 5.1 Dolby Digital:14|Dźwięk:Polski (dubbing):14|Dodatkowo na płycie:Oryginalna krótkometrażówka ""Koń by się uśmiał!"":15|Region:2:16|";0;new;1;;;;;;;;;;;;;
670;1;Kraina lodu 2 (BD);1018|1002|1000|1011|1012|1013;64.96;1;47.53;0;;;;;demo_670;demo_670;;;;;;;;;;;;;1;;0;both;;;;Film;Wielokrotnie nagradzani twórcy światowego fenomenu powracają z filmem! W „Krainie lodu II” znanym postaciom towarzyszy zupełnie nowa muzyka. Elsa, Anna, Kristoff, Olaf i Sven wyruszają z Arendelle do Zaklętej Puszczy oraz za Mroczne Morze. Czy Elsie uda się poznać prawdę o jej przeszłości oraz odkryć co zagraża królestwu?;;;;;kraina-lodu-2-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:Frozen II:1|Gatunek:Animowany:2|Gatunek:Familijny:2|Gatunek:Przygodowy:2|Reżyseria:Buck Chris:3|Reżyseria:Lee Jennifer:3|Obsada:Cieślak Anna:4|Obsada:Wasylik Magdalena:4|Scenariusz:Allison Schroeder:5|Muzyka:Christophe Beck:6|Czas trwania [min]:103:7|Kraj produkcji:USA:8|Rok produkcji:2019:9|Nośnik:Blu-ray:10|Liczba nośników:1:11|Napisy:Angielskie:12|Napisy:Polskie:12|Dźwięk:Angielski 7.1 DTS-HD-MA:13|Dźwięk:Polski 5.1 Dolby Digital:13|;0;new;1;;;;;;;;;;;;;
2;1;Kraina lodu 2 (DVD);1003|1001|1000|1003|1004|1005;32.51;1;23.79;0;;;;;demo_2;demo_2;;;;;;;;;;;;;1;;0;both;;;;Film;Wielokrotnie nagradzani twórcy światowego fenomenu powracają z filmem! W „Krainie lodu II” znanym postaciom towarzyszy zupełnie nowa muzyka. Elsa, Anna, Kristoff, Olaf i Sven wyruszają z Arendelle do Zaklętej Puszczy oraz za Mroczne Morze. Czy Elsie uda się poznać prawdę o jej przeszłości oraz odkryć co zagraża królestwu?;;;;;kraina-lodu-2-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:Frozen II:1|Gatunek:Animowany:2|Gatunek:Familijny:2|Gatunek:Przygodowy:2|Reżyseria:Buck Chris:3|Reżyseria:Lee Jennifer:3|Obsada:Cieślak Anna:4|Obsada:Wasylik Magdalena:4|Scenariusz:Allison Schroeder:5|Muzyka:Christophe Beck:6|Czas trwania [min]:99:7|Kraj produkcji:USA:8|Rok produkcji:2019:9|Nośnik:DVD:10|Liczba nośników:1:11|Napisy:Angielskie:12|Napisy:Polskie:12|Dźwięk:Angielski 5.1 Dolby Digital:13|Dźwięk:Polski 5.1 Dolby Digital:13|;0;new;1;;;;;;;;;;;;;
411;1;Król Lew (BD);1011|1002|1000|1011|1012|1013;56.83;1;41.58;0;;;;;demo_411;demo_411;;;;;;;;;;;;;1;;0;both;;;;Film;Disney oraz reżyser-wizjoner Jon Favreau zapraszają na wspaniałą adaptację wielokrotnie nagradzanego światowego fenomenu – „Król Lew”. To zrealizowana z ogromnym rozmachem, przełomowa produkcja z gwiazdorską obsadą. „Ten Król Lew rządzi. I ryczy”. – Richard Roeper, Chicago Sun-Times.;;;;;krol-lew-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:The Lion King:1|Gatunek:Animowany:2|Gatunek:Familijny:2|Gatunek:Przygodowy:2|Reżyseria:Favreau Jon:3|Obsada:Marcin Januszkiewicz:4|Obsada:Zborowski Wiktor:4|Scenariusz:Jeff Nathanson:5|Muzyka:Hans Zimmer:6|Czas trwania [min]:118:7|Kraj produkcji:USA:8|Rok produkcji:2019:9|Nośnik:Blu-ray:10|Liczba nośników:1:11|Napisy:Angielskie:12|Napisy:Polskie:12|Dźwięk:Angielski 7.1 DTS-HD-MA:13|Dźwięk:Polski 5.1 Dolby Digital (dubbing):13|Format obrazu:169:14|Region:B:15|;0;new;1;;;;;;;;;;;;;
416;1;Król Lew (BD) Najpiękniejsze Historie Wszech Czasów;1011|1002|1000|1011|1012;32.51;1;23.79;0;;;;;demo_416;demo_416;;;;;;;;;;;;;1;;0;both;;;;Film;Wyrusz w niezwykłą podróż wraz z Simbą, dzielnym lwem, który szuka swojego przeznaczenia w odwiecznym kręgu życia.  Rozkoszuj się zapierającą dech w piersiach animacją, nagrodzoną dwoma Oscarami muzyką oraz wciągającymi materiałami dodatkowymi. „Król Lew” to ponadczasowa opowieść o dorastaniu, odwadze i miłości, która zachwyci ciebie i całą twoją rodzinę! W Lwiej Krainie na świat przychodzi królewski potomek – małe lwiątko o imieniu Simba. Tylko jeden mieszkaniec, brat samego Mufasy, nie zjawia się na uroczystości. Wkrótce nieświadomy niczego Simba i jego odważny ojciec stają się ofiarami spisku, obmyślonego przez żądnego władzy Skazę;;;;;krol-lew-bd-najpiekniejsze-historie-wszech-czasow;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:The Lion King:1|Gatunek:Animowany:2|Gatunek:Familijny:2|Reżyseria:Allers Roger:3|Reżyseria:Minkoff Rob:3|Scenariusz:Irene Mecchi:4|Scenariusz:Jonathan Roberts:4|Scenariusz:Linda Woolverton:4|Muzyka:Elton John:5|Muzyka:Hans Zimmer:5|Muzyka:Tim Rice:5|Czas trwania [min]:85:6|Seria:Najpiękniejsze Historie Wszech Czasów:7|Studio filmowe:Walt Disney Pictures:8|Kraj produkcji:USA:9|Rok produkcji:1994:10|Nośnik:Blu-ray:11|Liczba nośników:1:12|Napisy:Angielskie:13|Napisy:Angielskie (dla niesłyszących):13|Napisy:Polskie:13|Dźwięk:Angielski 7.1 DTS-HD-MA:14|Dźwięk:Polski 7.1 DTS-HD-MA:14|Format obrazu:169:15|Dodatkowo na płycie:„Król Lew” wspomnienia producenta Dona Hahna, Wpadki i gagi, Sukces „Króla Lwa”:16|;0;new;1;;;;;;;;;;;;;
402;1;Król Lew (DVD);1010|1001|1000|1003|1004|1005;28.45;1;20.82;0;;;;;demo_402;demo_402;;;;;;;;;;;;;1;;0;both;;;;Film;Disney oraz reżyser-wizjoner Jon Favreau zapraszają na wspaniałą adaptację wielokrotnie nagradzanego światowego fenomenu – „Król Lew”. To zrealizowana z ogromnym rozmachem, przełomowa produkcja z gwiazdorską obsadą. „Ten Król Lew rządzi. I ryczy”. – Richard Roeper, Chicago Sun-Times.;;;;;krol-lew-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:The Lion King:1|Gatunek:Animowany:2|Gatunek:Familijny:2|Gatunek:Przygodowy:2|Reżyseria:Favreau Jon:3|Obsada:Marcin Januszkiewicz:4|Obsada:Zborowski Wiktor:4|Scenariusz:Jeff Nathanson:5|Muzyka:Hans Zimmer:6|Czas trwania [min]:113:7|Kraj produkcji:USA:8|Rok produkcji:2019:9|Nośnik:DVD:10|Liczba nośników:1:11|Napisy:Angielskie:12|Napisy:Polskie:12|Dźwięk:Angielski 5.1 Dolby Digital:13|Dźwięk:Polski 5.1 Dolby Digital (dubbing):13|Format obrazu:169:14|;0;new;1;;;;;;;;;;;;;
349;1;Książę Egiptu (DVD);1009|1001|1000|1003|1004|1005;10.56;1;7.73;0;;;;;demo_349;demo_349;;;;;;;;;;;;;1;;0;both;;;;Film;Epicki rozmach i kamień milowy w dziejach kina, „Książę Egiptu” poruszył widownię na całym świecie, stając się jedną z największych animacji wszechczasów. Bezprecedensowy artyzm i nagrodzona Oscarem ® muzyka jak nigdy dotąd ożywiają tę wspaniałą historię.Dwaj bracia – jeden z królewskiego rodu, drugi będący sierotą o niejasnej przeszłości – dorastają wspólnie w duchu przyjaźni i młodzieńczej rywalizacji. Kiedy rozdziela ich prawda, jeden staje się władcą najpotężniejszego imperium na Ziemi, drugi zaś zostaje przywódcą swojego narodu. Ostateczna konfrontacja na zawsze odmieni ich losy – i cały świat. Pozostający jednocześnie spektakularną rozrywką i pochwałą ludzkiego ducha, „Książę Egiptu” pozostaje klasyką gatunku, podziwianą i chwaloną przez widownię w każdym wieku.;;;;;ksiaze-egiptu-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:The Prince Of Egypt:1|Gatunek:Animowany:2|Gatunek:Dramat:2|Gatunek:Musical:2|Reżyseria:Chapman Brenda:3|Reżyseria:Wells Simon:3|Obsada:Dąbrowska Izabela:4|Obsada:Kudełka Marcin:4|Scenariusz:Philip LaZebnik:5|Muzyka:Hans Zimmer:6|Muzyka:Kenneth 'Babyface' Edmonds:6|Czas trwania [min]:95:7|Kraj produkcji:USA:8|Rok produkcji:1998:9|Nośnik:DVD:10|Liczba nośników:1:11|Napisy:Angielskie:12|Dźwięk:Angielski 5.1 Dolby Digital:13|Dźwięk:Polski 5.1 Dolby Digital (dubbing):13|Format obrazu:Anamorficzny:14|Format obrazu:1.781:14|Format obrazu:169:14|Dodatkowo na płycie:Kulisy realizacji „Księcia Egiptu” Piosenka „When You Believe” w wielu językach Lekcja animacji wyścig rydwanów Tajemnice efektów specjalnych Galeria Komentarz twórców I jeszcze więcej! :15|Region:2:16|;0;new;1;;;;;;;;;;;;;
7;1;Księżniczka Emmy (DVD) + Książka;1003|1001|1000|1003;8.12;1;5.94;0;;;;;demo_7;demo_7;;;;;;;;;;;;;1;;0;both;;;;Film;Emmy to dziewczynka jakich wiele. No może nie do końca. Po pierwsze jest księżniczką, a po drugie... posiada niezwykły dar. Jako jedyna w całym królestwie potrafi rozmawiać z końmi. Dopóki w jej życiu nie pojawiła się irytująca kuzynka Gizana, było ono pozbawione większych trosk. Teraz razem mają przygotowywać się do pełnienia oficjalnych dworskich ról. Czy bycie „dorosłą” księżniczką da się pogodzić z dziecięcymi marzeniami? Mimo niesprzyjających okoliczności Emmy zrobi wszystko, by nie u;;;;;ksiezniczka-emmy-dvd-ksiazka;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:Prinzessin Emmy:1|Gatunek:Animowany:2|Gatunek:Dziecięcy / Młodzieżowy:2|Reżyseria:De Rycker Piet:3|Czas trwania [min]:74:4|Kraj produkcji:Belgia:5|Kraj produkcji:Niemcy:5|Kraj produkcji:Wielka Brytania:5|Rok produkcji:2019:6|Nośnik:DVD:7|Liczba nośników:1:8|Napisy:Brak:9|Dźwięk:Polski 5.1 Dolby Digital (dubbing):10|Format obrazu:1.781:11|Dodatkowo na płycie:Zwiastun Zapowiedzi:12|;0;new;1;;;;;;;;;;;;;
199;1;Kubo i dwie struny (DVD);1006|1001|1000|1003|1004|1005;4.06;1;2.97;0;;;;;demo_199;demo_199;;;;;;;;;;;;;1;;0;both;;;;Film;Cenione studio animacji Laika („Koralina i tajemnicze drzwi”) przedstawia pełen rozmachu film przygodowy, któremu głosów użyczyli laureaci Oscarów ® Charlize Theron i Matthew McConaughey. Kubo wzbudza podziw u mieszkańców swojej wioski swoim talentem do opowiadania wspaniałych historii i tworzenia origami. Pewnego razu przypadkowo przywołuje złego ducha szukającego zemsty, co sprawia, że Kubo musi wyjaśnić tajemnicę swego ojca, upadłego samuraja, i jego magicznej broni, a przy okazji odkryć swoje nadprzyrodzone siły.”„Kubo i dwie struny” to magiczna przygoda, pobudzająca wyobraźnię” – twierdzi Scott Mantz z „Access Hollywood”.;;;;;kubo-i-dwie-struny-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:Kubo and the Two Strings:1|Gatunek:Animowany:2|Gatunek:Familijny:2|Gatunek:Fantasy:2|Reżyseria:Travis Knight:3|Obsada:Bernard Lewandowski:4|Obsada:Lidia Sadowa:4|Scenariusz:Chris Butler:5|Scenariusz:Marc Haimes:5|Muzyka:Dario Marianelli:6|Czas trwania [min]:98:7|Kraj produkcji:USA:8|Rok produkcji:2016:9|Nośnik:DVD:10|Liczba nośników:1:11|Napisy:Angielskie:12|Napisy:Polskie:12|Dźwięk:Angielski 5.1 Dolby Digital:13|Dźwięk:Polski 5.1 Dolby Digital (dubbing):13|;0;new;1;;;;;;;;;;;;;
76;1;Kult. Film (DVD);1004|1001|1000|1003;24.38;1;17.84;0;;;;;demo_76;demo_76;;;;;;;;;;;;;1;;0;both;;;;Film;„Kult. Film” zawiera wyjątkowe i nigdzie niepublikowane materiały z życia legendarnego zespołu Kult oraz samego Kazika Staszewskiego. Prawdziwa, emocjonująca i wyczekiwana produkcja o ludziach, bez których polska scena muzyczna nie mogłaby istnieć. Kamera towarzyszyła muzykom podczas trasy koncertowej oraz w życiu codziennym, pokazując fenomen grupy i jej niespotykanej więzi z fanami.Zdjęcia do filmu były realizowane w latach 2013-2019. Zostały uzupełnione o materiały archiwalne, również te należące do członków zespołu.;;;;;kult-film-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:Kult. Film:1|Gatunek:Dokumentalny:2|Reżyseria:Olga Bieniek:3|Obsada:Janusz Grudziński:4|Obsada:Staszewski Kazik:4|Scenariusz:Leszek Gnoiński:5|Scenariusz:Olga Bieniek:5|Muzyka:Kult:6|Czas trwania [min]:92:7|Kraj produkcji:Polska:8|Rok produkcji:2019:9|Nośnik:DVD:10|Liczba nośników:1:11|Napisy:Angielskie:12|Dźwięk:Polski 5.1 Dolby Digital:13|Format obrazu:169:14|Region:2:15|;0;new;1;;;;;;;;;;;;;
348;1;Kwiaty miłości (DVD);1009|1001|1000|1004;21.12;1;15.45;0;;;;;demo_348;demo_348;;;;;;;;;;;;;1;;0;both;;;;Film;"Rose (gwiazda ""iZombie"" – Rose McIver) przypomina każdą z nas – jest nieprzewidywalna, humorzasta i chorobliwie zazdrosna. Kiedy na jej drodze pojawi się przystojny Eric (George Mason), odnajdzie kogoś, kto da jej zrozumienie i schronienie. Miłość doda im skrzydeł, ale codzienność będzie próbowała ściągnąć ich na ziemię. Co zrobią, kiedy w ich życiu pojawią się powszednie troski: rachunki, praca i dzieci.  Czy miłość może przetrwać próbę czasu?";;;;;kwiaty-milosci-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:Daffodils:1|Gatunek:Komedia romantyczna:2|Gatunek:Muzyczny:2|Reżyseria:David Stubbs:3|Obsada:George Mason:4|Obsada:Rose McIver:4|Scenariusz:Rochelle Bright:5|Muzyka:Stephanie Brown:6|Czas trwania [min]:93:7|Kraj produkcji:Nowa Zelandia:8|Rok produkcji:2019:9|Nośnik:DVD:10|Liczba nośników:1:11|Napisy:Polskie:12|Dźwięk:Angielski 5.1 Dolby Digital:13|Dźwięk:Polski 2.0 Dolby Digital (lektor):13|Format obrazu:169:14|;0;new;1;;;;;;;;;;;;;
435;1;LEGO PRZYGODA 2 (BD);1011|1002|1000|1011|1012;69.02;1;50.5;0;;;;;demo_435;demo_435;;;;;;;;;;;;;1;;0;both;;;;Film;Kontynuacja hitu kinowego „LEGO®: Przygoda”! Minęło pięć lat od czasu, kiedy wszystko było czadowe. Mieszkańcy Klocburga stoją w obliczu nowego zagrożenia. Pochodzący z kosmosu najeźdźcy LEGO DUPLO® niszczą wszystko w tak szybkim tempie, że nikt nie nadąża z odbudowywaniem. Aby ich pokonać i przywrócić spokój w świecie LEGO®, Emmet, Lucy, Batman wraz z przyjaciółmi wyruszą w podróż do odległych, nieodkrytych światów, w tym do dziwacznej galaktyki, w której wszystko jest musicalem. Podróż ta będzie sprawdzianem ich odwagi, kreatywności i umiejętności Master Builderskich, a ponadto ukaże, jak bardzo są wyjątkowi.;;;;;lego-przygoda-2-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:The LEGO® Movie 2 The second part:1|Gatunek:Animowany:2|Gatunek:Przygodowy:2|Reżyseria:Mitchell Mike:3|Obsada:Banks Elizabeth:4|Obsada:Pratt Chris:4|Scenariusz:Christopher Miller:5|Scenariusz:Phil Lord:5|Muzyka:Mark Mothersbaugh:6|Czas trwania [min]:107:7|Kraj produkcji:USA:8|Rok produkcji:2019:9|Nośnik:Blu-ray:10|Liczba nośników:1:11|Napisy:Angielskie (dla niesłyszących):12|Napisy:Polskie:12|Dźwięk:Angielski Dolby Atmos TrueHD:13|Dźwięk:Polski Dolby Atmos TrueHD:13|Dodatkowo na płycie:Wszystko o klockach konstruowanie filmu LEGO® Przygoda 2 sceny niewykorzystane teledyski i wiele więcej!:14|;0;new;1;;;;;;;;;;;;;
309;1;La La Land (DVD) + Książka;1009|1001|1000|1003|1004;8.12;1;5.94;0;;;;;demo_309;demo_309;;;;;;;;;;;;;1;;0;both;;;;Film;Mia jest początkującą aktorką, która w oczekiwaniu na szansę pracuje jako kelnerka. Sebastian to muzyk jazzowy, który zamiast nagrywać płyty, gra do kotleta w podrzędnej knajpce. Gdy drogi tych dwojga przetną się, połączy ich wspólne pragnienie, by zacząć wreszcie robić to co kochają. Miłość dodaje im sił, ale gdy kariery zaczynają się wreszcie układać, coraz mniej jest czasu i sił dla siebie nawzajem. Czy uda im się ocalić uczucie, nie rezygnując z marzeń?;;;;;la-la-land-dvd-ksiazka;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Tytuł oryginalny:La La Land:1|Gatunek:Musical:2|Gatunek:Romans:2|Reżyseria:Damien Chazelle:3|Obsada:Gosling Ryan:4|Obsada:Stone Emma:4|Scenariusz:Damien Chazelle:5|Muzyka:Justin Hurwitz:6|Czas trwania [min]:123:7|Kraj produkcji:USA:8|Rok produkcji:2016:9|Nośnik:DVD:10|Liczba nośników:1:11|Napisy:Polskie:12|Napisy:Polskie dla niesłyszących:12|Dźwięk:Angielski 5.1 Dolby Digital:13|Dźwięk:Polski 5.1 Dolby Digital (audiodeskrypcja):13|Dźwięk:Polski 5.1 Dolby Digital (lektor):13|Format obrazu:2.551:14|Format obrazu:169:14|Dodatkowo na płycie:Zwiastun Zapowiedzi:15|;0;new;1;;;;;;;;;;;;;
138;1;Lady Bird (DVD);1005|1001|1000|1003|1004;6.5;1;4.76;0;;;;;demo_138;demo_138;;;;;;;;;;;;;1;;0;both;;;;Film;"Christine ""Lady Bird"" McPherson (Saoirse Ronan) buntuje się przeciwko swojej matce (Laurie Metcalf), choć w rzeczywistości jest taka sama jak ona – kochająca, pewna siebie i zdecydowana.Matka jest pielęgniarką, pracującą bez wytchnienia, by utrzymać rodzinę po tym, jak ojciec Lady Bird (Tracy Letts) stracił pracę. ""Lady Bird"" to wzruszające spojrzenie na relacje, które nas kształtują, przekonania, które nas definiują i niezrównane piękno miejsca, zwanego domem.";;;;;lady-bird-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;"Tytuł oryginalny:Lady Bird:1|Gatunek:Dramat:2|Gatunek:Komedia:2|Reżyseria:Greta Gerwig:3|Obsada:Metcalf Laurie:4|Obsada:Ronan Saoirse:4|Scenariusz:Greta Gerwig:5|Muzyka:Jon Brion:6|Czas trwania [min]:90:7|Kraj produkcji:USA:8|Rok produkcji:2017:9|Nośnik:DVD:10|Liczba nośników:1:11|Napisy:Angielskie:12|Napisy:Polskie:12|Napisy:Rosyjskie:12|Dźwięk:Angielski 5.1 Dolby Digital:13|Dźwięk:Polski 5.1 Dolby Digital (lektor):13|Dodatkowo na płycie:Filmując ""Lady Bird"" Komentarz scenarzystki i reżyserki Grety Gerwig oraz operatora Sama Levy’ego:14|";0;new;1;;;;;;;;;;;;;
