Product ID*;Product Reference;Attribute (Name:Type:Position)*;Value (Value:Position)*;Supplier reference;Reference;EAN13;UPC;Wholesale price;Impact on price;Ecotax;Quantity;Minimal quantity;Low stock level;Impact on weight;Default (0 = No, 1 = Yes);Combination available date;Image position;Image URLs (x,y,z...);Image alt texts (x,y,z...);ID / Name of shop;Advanced Stock Managment;Depends on stock;Warehouse
135;;Wersja językowa:radio:0;EN:0;;;;;;;;381;;;;;;;;;;;;
136;;Wersja językowa:radio:0;PL:0;;;;;;;;718;;;;1;;;;;;;;
136;;Wersja językowa:radio:0;EN:0;;;;;;;;359;;;;;;;;;;;;
137;;Wersja językowa:radio:0;PL:0;;;;;;;;300;;;;1;;;;;;;;
137;;Wersja językowa:radio:0;EN:0;;;;;;;;150;;;;;;;;;;;;
138;;Wersja językowa:radio:0;PL:0;;;;;;;;96;;;;1;;;;;;;;
138;;Wersja językowa:radio:0;EN:0;;;;;;;;48;;;;;;;;;;;;
139;;Wersja językowa:radio:0;PL:0;;;;;;;;578;;;;1;;;;;;;;
139;;Wersja językowa:radio:0;EN:0;;;;;;;;289;;;;;;;;;;;;
14;;Wersja językowa:radio:0;PL:0;;;;;;;;62;;;;1;;;;;;;;
14;;Wersja językowa:radio:0;EN:0;;;;;;;;31;;;;;;;;;;;;
140;;Wersja językowa:radio:0;PL:0;;;;;;;;444;;;;1;;;;;;;;
140;;Wersja językowa:radio:0;EN:0;;;;;;;;222;;;;;;;;;;;;
141;;Wersja językowa:radio:0;PL:0;;;;;;;;68;;;;1;;;;;;;;
141;;Wersja językowa:radio:0;EN:0;;;;;;;;34;;;;;;;;;;;;
142;;Wersja językowa:radio:0;PL:0;;;;;;;;604;;;;1;;;;;;;;
142;;Wersja językowa:radio:0;EN:0;;;;;;;;302;;;;;;;;;;;;
143;;Wersja językowa:radio:0;PL:0;;;;;;;;696;;;;1;;;;;;;;
143;;Wersja językowa:radio:0;EN:0;;;;;;;;348;;;;;;;;;;;;
144;;Wersja językowa:radio:0;PL:0;;;;;;;;318;;;;1;;;;;;;;
144;;Wersja językowa:radio:0;EN:0;;;;;;;;159;;;;;;;;;;;;
145;;Wersja językowa:radio:0;PL:0;;;;;;;;608;;;;1;;;;;;;;
145;;Wersja językowa:radio:0;EN:0;;;;;;;;304;;;;;;;;;;;;
146;;Wersja językowa:radio:0;PL:0;;;;;;;;348;;;;1;;;;;;;;
146;;Wersja językowa:radio:0;EN:0;;;;;;;;174;;;;;;;;;;;;
147;;Wersja językowa:radio:0;PL:0;;;;;;;;652;;;;1;;;;;;;;
147;;Wersja językowa:radio:0;EN:0;;;;;;;;326;;;;;;;;;;;;
148;;Wersja językowa:radio:0;PL:0;;;;;;;;372;;;;1;;;;;;;;
148;;Wersja językowa:radio:0;EN:0;;;;;;;;186;;;;;;;;;;;;
149;;Wersja językowa:radio:0;PL:0;;;;;;;;748;;;;1;;;;;;;;
149;;Wersja językowa:radio:0;EN:0;;;;;;;;374;;;;;;;;;;;;
15;;Wersja językowa:radio:0;PL:0;;;;;;;;224;;;;1;;;;;;;;
15;;Wersja językowa:radio:0;EN:0;;;;;;;;112;;;;;;;;;;;;
150;;Wersja językowa:radio:0;PL:0;;;;;;;;494;;;;1;;;;;;;;
150;;Wersja językowa:radio:0;EN:0;;;;;;;;247;;;;;;;;;;;;
151;;Wersja językowa:radio:0;PL:0;;;;;;;;52;;;;1;;;;;;;;
151;;Wersja językowa:radio:0;EN:0;;;;;;;;26;;;;;;;;;;;;
152;;Wersja językowa:radio:0;PL:0;;;;;;;;446;;;;1;;;;;;;;
152;;Wersja językowa:radio:0;EN:0;;;;;;;;223;;;;;;;;;;;;
153;;Wersja językowa:radio:0;PL:0;;;;;;;;904;;;;1;;;;;;;;
153;;Wersja językowa:radio:0;EN:0;;;;;;;;452;;;;;;;;;;;;
154;;Wersja językowa:radio:0;PL:0;;;;;;;;298;;;;1;;;;;;;;
154;;Wersja językowa:radio:0;EN:0;;;;;;;;149;;;;;;;;;;;;
155;;Wersja językowa:radio:0;PL:0;;;;;;;;298;;;;1;;;;;;;;
155;;Wersja językowa:radio:0;EN:0;;;;;;;;149;;;;;;;;;;;;
156;;Wersja językowa:radio:0;PL:0;;;;;;;;220;;;;1;;;;;;;;
156;;Wersja językowa:radio:0;EN:0;;;;;;;;110;;;;;;;;;;;;
157;;Wersja językowa:radio:0;PL:0;;;;;;;;24;;;;1;;;;;;;;
157;;Wersja językowa:radio:0;EN:0;;;;;;;;12;;;;;;;;;;;;
158;;Wersja językowa:radio:0;PL:0;;;;;;;;490;;;;1;;;;;;;;
158;;Wersja językowa:radio:0;EN:0;;;;;;;;245;;;;;;;;;;;;
159;;Wersja językowa:radio:0;PL:0;;;;;;;;984;;;;1;;;;;;;;
159;;Wersja językowa:radio:0;EN:0;;;;;;;;492;;;;;;;;;;;;
16;;Wersja językowa:radio:0;PL:0;;;;;;;;900;;;;1;;;;;;;;
16;;Wersja językowa:radio:0;EN:0;;;;;;;;450;;;;;;;;;;;;
160;;Wersja językowa:radio:0;PL:0;;;;;;;;422;;;;1;;;;;;;;
160;;Wersja językowa:radio:0;EN:0;;;;;;;;211;;;;;;;;;;;;
161;;Wersja językowa:radio:0;PL:0;;;;;;;;248;;;;1;;;;;;;;
161;;Wersja językowa:radio:0;EN:0;;;;;;;;124;;;;;;;;;;;;
162;;Wersja językowa:radio:0;PL:0;;;;;;;;916;;;;1;;;;;;;;
162;;Wersja językowa:radio:0;EN:0;;;;;;;;458;;;;;;;;;;;;
163;;Wersja językowa:radio:0;PL:0;;;;;;;;788;;;;1;;;;;;;;
163;;Wersja językowa:radio:0;EN:0;;;;;;;;394;;;;;;;;;;;;
164;;Wersja językowa:radio:0;PL:0;;;;;;;;486;;;;1;;;;;;;;
164;;Wersja językowa:radio:0;EN:0;;;;;;;;243;;;;;;;;;;;;
165;;Wersja językowa:radio:0;PL:0;;;;;;;;998;;;;1;;;;;;;;
165;;Wersja językowa:radio:0;EN:0;;;;;;;;499;;;;;;;;;;;;
166;;Wersja językowa:radio:0;PL:0;;;;;;;;282;;;;1;;;;;;;;
166;;Wersja językowa:radio:0;EN:0;;;;;;;;141;;;;;;;;;;;;
167;;Wersja językowa:radio:0;PL:0;;;;;;;;866;;;;1;;;;;;;;
167;;Wersja językowa:radio:0;EN:0;;;;;;;;433;;;;;;;;;;;;
168;;Wersja językowa:radio:0;PL:0;;;;;;;;528;;;;1;;;;;;;;
168;;Wersja językowa:radio:0;EN:0;;;;;;;;264;;;;;;;;;;;;
169;;Wersja językowa:radio:0;PL:0;;;;;;;;348;;;;1;;;;;;;;
169;;Wersja językowa:radio:0;EN:0;;;;;;;;174;;;;;;;;;;;;
17;;Wersja językowa:radio:0;PL:0;;;;;;;;706;;;;1;;;;;;;;
17;;Wersja językowa:radio:0;EN:0;;;;;;;;353;;;;;;;;;;;;
170;;Wersja językowa:radio:0;PL:0;;;;;;;;26;;;;1;;;;;;;;
170;;Wersja językowa:radio:0;EN:0;;;;;;;;13;;;;;;;;;;;;
171;;Wersja językowa:radio:0;PL:0;;;;;;;;342;;;;1;;;;;;;;
171;;Wersja językowa:radio:0;EN:0;;;;;;;;171;;;;;;;;;;;;
172;;Wersja językowa:radio:0;PL:0;;;;;;;;478;;;;1;;;;;;;;
172;;Wersja językowa:radio:0;EN:0;;;;;;;;239;;;;;;;;;;;;
173;;Wersja językowa:radio:0;PL:0;;;;;;;;246;;;;1;;;;;;;;
173;;Wersja językowa:radio:0;EN:0;;;;;;;;123;;;;;;;;;;;;
174;;Wersja językowa:radio:0;PL:0;;;;;;;;294;;;;1;;;;;;;;
174;;Wersja językowa:radio:0;EN:0;;;;;;;;147;;;;;;;;;;;;
175;;Wersja językowa:radio:0;PL:0;;;;;;;;732;;;;1;;;;;;;;
175;;Wersja językowa:radio:0;EN:0;;;;;;;;366;;;;;;;;;;;;
176;;Wersja językowa:radio:0;PL:0;;;;;;;;664;;;;1;;;;;;;;
176;;Wersja językowa:radio:0;EN:0;;;;;;;;332;;;;;;;;;;;;
177;;Wersja językowa:radio:0;PL:0;;;;;;;;186;;;;1;;;;;;;;
177;;Wersja językowa:radio:0;EN:0;;;;;;;;93;;;;;;;;;;;;
178;;Wersja językowa:radio:0;PL:0;;;;;;;;430;;;;1;;;;;;;;
178;;Wersja językowa:radio:0;EN:0;;;;;;;;215;;;;;;;;;;;;
179;;Wersja językowa:radio:0;PL:0;;;;;;;;908;;;;1;;;;;;;;
179;;Wersja językowa:radio:0;EN:0;;;;;;;;454;;;;;;;;;;;;
18;;Wersja językowa:radio:0;PL:0;;;;;;;;188;;;;1;;;;;;;;
18;;Wersja językowa:radio:0;EN:0;;;;;;;;94;;;;;;;;;;;;
180;;Wersja językowa:radio:0;PL:0;;;;;;;;380;;;;1;;;;;;;;
180;;Wersja językowa:radio:0;EN:0;;;;;;;;190;;;;;;;;;;;;
181;;Wersja językowa:radio:0;PL:0;;;;;;;;706;;;;1;;;;;;;;
181;;Wersja językowa:radio:0;EN:0;;;;;;;;353;;;;;;;;;;;;
182;;Wersja językowa:radio:0;PL:0;;;;;;;;318;;;;1;;;;;;;;
182;;Wersja językowa:radio:0;EN:0;;;;;;;;159;;;;;;;;;;;;
183;;Wersja językowa:radio:0;PL:0;;;;;;;;168;;;;1;;;;;;;;
183;;Wersja językowa:radio:0;EN:0;;;;;;;;84;;;;;;;;;;;;
184;;Wersja językowa:radio:0;PL:0;;;;;;;;758;;;;1;;;;;;;;
184;;Wersja językowa:radio:0;EN:0;;;;;;;;379;;;;;;;;;;;;
185;;Wersja językowa:radio:0;PL:0;;;;;;;;340;;;;1;;;;;;;;
185;;Wersja językowa:radio:0;EN:0;;;;;;;;170;;;;;;;;;;;;
186;;Wersja językowa:radio:0;PL:0;;;;;;;;944;;;;1;;;;;;;;
186;;Wersja językowa:radio:0;EN:0;;;;;;;;472;;;;;;;;;;;;
187;;Wersja językowa:radio:0;PL:0;;;;;;;;174;;;;1;;;;;;;;
187;;Wersja językowa:radio:0;EN:0;;;;;;;;87;;;;;;;;;;;;
188;;Wersja językowa:radio:0;PL:0;;;;;;;;950;;;;1;;;;;;;;
188;;Wersja językowa:radio:0;EN:0;;;;;;;;475;;;;;;;;;;;;
189;;Wersja językowa:radio:0;PL:0;;;;;;;;756;;;;1;;;;;;;;
189;;Wersja językowa:radio:0;EN:0;;;;;;;;378;;;;;;;;;;;;
19;;Wersja językowa:radio:0;PL:0;;;;;;;;158;;;;1;;;;;;;;
19;;Wersja językowa:radio:0;EN:0;;;;;;;;79;;;;;;;;;;;;
190;;Wersja językowa:radio:0;PL:0;;;;;;;;972;;;;1;;;;;;;;
190;;Wersja językowa:radio:0;EN:0;;;;;;;;486;;;;;;;;;;;;
191;;Wersja językowa:radio:0;PL:0;;;;;;;;18;;;;1;;;;;;;;
191;;Wersja językowa:radio:0;EN:0;;;;;;;;9;;;;;;;;;;;;
192;;Wersja językowa:radio:0;PL:0;;;;;;;;582;;;;1;;;;;;;;
192;;Wersja językowa:radio:0;EN:0;;;;;;;;291;;;;;;;;;;;;
193;;Wersja językowa:radio:0;PL:0;;;;;;;;796;;;;1;;;;;;;;
193;;Wersja językowa:radio:0;EN:0;;;;;;;;398;;;;;;;;;;;;
194;;Wersja językowa:radio:0;PL:0;;;;;;;;898;;;;1;;;;;;;;
194;;Wersja językowa:radio:0;EN:0;;;;;;;;449;;;;;;;;;;;;
195;;Wersja językowa:radio:0;PL:0;;;;;;;;326;;;;1;;;;;;;;
195;;Wersja językowa:radio:0;EN:0;;;;;;;;163;;;;;;;;;;;;
196;;Wersja językowa:radio:0;PL:0;;;;;;;;242;;;;1;;;;;;;;
196;;Wersja językowa:radio:0;EN:0;;;;;;;;121;;;;;;;;;;;;
197;;Wersja językowa:radio:0;PL:0;;;;;;;;862;;;;1;;;;;;;;
197;;Wersja językowa:radio:0;EN:0;;;;;;;;431;;;;;;;;;;;;
198;;Wersja językowa:radio:0;PL:0;;;;;;;;760;;;;1;;;;;;;;
198;;Wersja językowa:radio:0;EN:0;;;;;;;;380;;;;;;;;;;;;
199;;Wersja językowa:radio:0;PL:0;;;;;;;;590;;;;1;;;;;;;;
199;;Wersja językowa:radio:0;EN:0;;;;;;;;295;;;;;;;;;;;;
2;;Wersja językowa:radio:0;PL:0;;;;;;;;228;;;;1;;;;;;;;
2;;Wersja językowa:radio:0;EN:0;;;;;;;;114;;;;;;;;;;;;
20;;Wersja językowa:radio:0;PL:0;;;;;;;;862;;;;1;;;;;;;;
20;;Wersja językowa:radio:0;EN:0;;;;;;;;431;;;;;;;;;;;;
200;;Wersja językowa:radio:0;PL:0;;;;;;;;44;;;;1;;;;;;;;
200;;Wersja językowa:radio:0;EN:0;;;;;;;;22;;;;;;;;;;;;
201;;Wersja językowa:radio:0;PL:0;;;;;;;;486;;;;1;;;;;;;;
201;;Wersja językowa:radio:0;EN:0;;;;;;;;243;;;;;;;;;;;;
202;;Wersja językowa:radio:0;PL:0;;;;;;;;554;;;;1;;;;;;;;
202;;Wersja językowa:radio:0;EN:0;;;;;;;;277;;;;;;;;;;;;
203;;Wersja językowa:radio:0;PL:0;;;;;;;;226;;;;1;;;;;;;;
203;;Wersja językowa:radio:0;EN:0;;;;;;;;113;;;;;;;;;;;;
204;;Wersja językowa:radio:0;PL:0;;;;;;;;556;;;;1;;;;;;;;
204;;Wersja językowa:radio:0;EN:0;;;;;;;;278;;;;;;;;;;;;
205;;Wersja językowa:radio:0;PL:0;;;;;;;;602;;;;1;;;;;;;;
205;;Wersja językowa:radio:0;EN:0;;;;;;;;301;;;;;;;;;;;;
206;;Wersja językowa:radio:0;PL:0;;;;;;;;90;;;;1;;;;;;;;
206;;Wersja językowa:radio:0;EN:0;;;;;;;;45;;;;;;;;;;;;
207;;Wersja językowa:radio:0;PL:0;;;;;;;;938;;;;1;;;;;;;;
207;;Wersja językowa:radio:0;EN:0;;;;;;;;469;;;;;;;;;;;;
208;;Wersja językowa:radio:0;PL:0;;;;;;;;692;;;;1;;;;;;;;
208;;Wersja językowa:radio:0;EN:0;;;;;;;;346;;;;;;;;;;;;
209;;Wersja językowa:radio:0;PL:0;;;;;;;;964;;;;1;;;;;;;;
209;;Wersja językowa:radio:0;EN:0;;;;;;;;482;;;;;;;;;;;;
21;;Wersja językowa:radio:0;PL:0;;;;;;;;492;;;;1;;;;;;;;
21;;Wersja językowa:radio:0;EN:0;;;;;;;;246;;;;;;;;;;;;
210;;Wersja językowa:radio:0;PL:0;;;;;;;;726;;;;1;;;;;;;;
210;;Wersja językowa:radio:0;EN:0;;;;;;;;363;;;;;;;;;;;;
211;;Wersja językowa:radio:0;PL:0;;;;;;;;190;;;;1;;;;;;;;
211;;Wersja językowa:radio:0;EN:0;;;;;;;;95;;;;;;;;;;;;
212;;Wersja językowa:radio:0;PL:0;;;;;;;;376;;;;1;;;;;;;;
212;;Wersja językowa:radio:0;EN:0;;;;;;;;188;;;;;;;;;;;;
213;;Wersja językowa:radio:0;PL:0;;;;;;;;786;;;;1;;;;;;;;
213;;Wersja językowa:radio:0;EN:0;;;;;;;;393;;;;;;;;;;;;
214;;Wersja językowa:radio:0;PL:0;;;;;;;;458;;;;1;;;;;;;;
214;;Wersja językowa:radio:0;EN:0;;;;;;;;229;;;;;;;;;;;;
215;;Wersja językowa:radio:0;PL:0;;;;;;;;320;;;;1;;;;;;;;
215;;Wersja językowa:radio:0;EN:0;;;;;;;;160;;;;;;;;;;;;
216;;Wersja językowa:radio:0;PL:0;;;;;;;;766;;;;1;;;;;;;;
216;;Wersja językowa:radio:0;EN:0;;;;;;;;383;;;;;;;;;;;;
217;;Wersja językowa:radio:0;PL:0;;;;;;;;808;;;;1;;;;;;;;
217;;Wersja językowa:radio:0;EN:0;;;;;;;;404;;;;;;;;;;;;
218;;Wersja językowa:radio:0;PL:0;;;;;;;;934;;;;1;;;;;;;;
218;;Wersja językowa:radio:0;EN:0;;;;;;;;467;;;;;;;;;;;;
219;;Wersja językowa:radio:0;PL:0;;;;;;;;96;;;;1;;;;;;;;
219;;Wersja językowa:radio:0;EN:0;;;;;;;;48;;;;;;;;;;;;
22;;Wersja językowa:radio:0;PL:0;;;;;;;;522;;;;1;;;;;;;;
22;;Wersja językowa:radio:0;EN:0;;;;;;;;261;;;;;;;;;;;;
220;;Wersja językowa:radio:0;PL:0;;;;;;;;432;;;;1;;;;;;;;
220;;Wersja językowa:radio:0;EN:0;;;;;;;;216;;;;;;;;;;;;
221;;Wersja językowa:radio:0;PL:0;;;;;;;;18;;;;1;;;;;;;;
221;;Wersja językowa:radio:0;EN:0;;;;;;;;9;;;;;;;;;;;;
222;;Wersja językowa:radio:0;PL:0;;;;;;;;40;;;;1;;;;;;;;
222;;Wersja językowa:radio:0;EN:0;;;;;;;;20;;;;;;;;;;;;
223;;Wersja językowa:radio:0;PL:0;;;;;;;;672;;;;1;;;;;;;;
223;;Wersja językowa:radio:0;EN:0;;;;;;;;336;;;;;;;;;;;;
224;;Wersja językowa:radio:0;PL:0;;;;;;;;732;;;;1;;;;;;;;
224;;Wersja językowa:radio:0;EN:0;;;;;;;;366;;;;;;;;;;;;
225;;Wersja językowa:radio:0;PL:0;;;;;;;;966;;;;1;;;;;;;;
225;;Wersja językowa:radio:0;EN:0;;;;;;;;483;;;;;;;;;;;;
226;;Wersja językowa:radio:0;PL:0;;;;;;;;466;;;;1;;;;;;;;
226;;Wersja językowa:radio:0;EN:0;;;;;;;;233;;;;;;;;;;;;
227;;Wersja językowa:radio:0;PL:0;;;;;;;;930;;;;1;;;;;;;;
227;;Wersja językowa:radio:0;EN:0;;;;;;;;465;;;;;;;;;;;;
228;;Wersja językowa:radio:0;PL:0;;;;;;;;62;;;;1;;;;;;;;
228;;Wersja językowa:radio:0;EN:0;;;;;;;;31;;;;;;;;;;;;
229;;Wersja językowa:radio:0;PL:0;;;;;;;;252;;;;1;;;;;;;;
229;;Wersja językowa:radio:0;EN:0;;;;;;;;126;;;;;;;;;;;;
23;;Wersja językowa:radio:0;PL:0;;;;;;;;74;;;;1;;;;;;;;
23;;Wersja językowa:radio:0;EN:0;;;;;;;;37;;;;;;;;;;;;
230;;Wersja językowa:radio:0;PL:0;;;;;;;;496;;;;1;;;;;;;;
230;;Wersja językowa:radio:0;EN:0;;;;;;;;248;;;;;;;;;;;;
231;;Wersja językowa:radio:0;PL:0;;;;;;;;502;;;;1;;;;;;;;
231;;Wersja językowa:radio:0;EN:0;;;;;;;;251;;;;;;;;;;;;
232;;Wersja językowa:radio:0;PL:0;;;;;;;;566;;;;1;;;;;;;;
232;;Wersja językowa:radio:0;EN:0;;;;;;;;283;;;;;;;;;;;;
233;;Wersja językowa:radio:0;PL:0;;;;;;;;826;;;;1;;;;;;;;
233;;Wersja językowa:radio:0;EN:0;;;;;;;;413;;;;;;;;;;;;
234;;Wersja językowa:radio:0;PL:0;;;;;;;;158;;;;1;;;;;;;;
234;;Wersja językowa:radio:0;EN:0;;;;;;;;79;;;;;;;;;;;;
235;;Wersja językowa:radio:0;PL:0;;;;;;;;172;;;;1;;;;;;;;
235;;Wersja językowa:radio:0;EN:0;;;;;;;;86;;;;;;;;;;;;
236;;Wersja językowa:radio:0;PL:0;;;;;;;;532;;;;1;;;;;;;;
236;;Wersja językowa:radio:0;EN:0;;;;;;;;266;;;;;;;;;;;;
237;;Wersja językowa:radio:0;PL:0;;;;;;;;18;;;;1;;;;;;;;
237;;Wersja językowa:radio:0;EN:0;;;;;;;;9;;;;;;;;;;;;
238;;Wersja językowa:radio:0;PL:0;;;;;;;;212;;;;1;;;;;;;;
238;;Wersja językowa:radio:0;EN:0;;;;;;;;106;;;;;;;;;;;;
239;;Wersja językowa:radio:0;PL:0;;;;;;;;472;;;;1;;;;;;;;
239;;Wersja językowa:radio:0;EN:0;;;;;;;;236;;;;;;;;;;;;
24;;Wersja językowa:radio:0;PL:0;;;;;;;;56;;;;1;;;;;;;;
24;;Wersja językowa:radio:0;EN:0;;;;;;;;28;;;;;;;;;;;;
240;;Wersja językowa:radio:0;PL:0;;;;;;;;594;;;;1;;;;;;;;
240;;Wersja językowa:radio:0;EN:0;;;;;;;;297;;;;;;;;;;;;
241;;Wersja językowa:radio:0;PL:0;;;;;;;;510;;;;1;;;;;;;;
241;;Wersja językowa:radio:0;EN:0;;;;;;;;255;;;;;;;;;;;;
242;;Wersja językowa:radio:0;PL:0;;;;;;;;50;;;;1;;;;;;;;
242;;Wersja językowa:radio:0;EN:0;;;;;;;;25;;;;;;;;;;;;
