Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Send me an email;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Image alt texts (x,y,z...);Delete existing images(0 = No, 1 = Yes);Feature(Name: Value: Position);Available online only(0 = No, 1 = Yes);Condition;Customizable(0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Acessories(x, y, z...)
13;1;Urge;1007,1001,1000;4.06;1;2.97;1;;;;;demo_13;demo_13;;;;;;;;;;;;942;1;;0;both;;;;;Pierce Brosnan („Ocalona”, „November Man”), Danny Masterton („Różowe lata 70.”) i Justin Chatwin („Niewidzialny”, „Wojna światów”) w reżyserskim debiucie Aarona Kaufmana, producenta „Sin City 2: Damulka warta grzechu” i „Maczeta zabija”.Czwórka przyjaciół zamierza spędzić szampański weekend na tropikalnej wyspie. Zabawa nabiera tempa, gdy poznają tajemniczego właściciela klubu nocnego (Pierce Brosnan), który proponuje im spróbowanie nowego, eksperymentalnego narkotyku. Pobudzeni, pozbawieni zahamowań, wcielają w życie swoje najdziksze fantazje. Gdy zafascynowani tajemniczą substancją decydują się powtórzyć dawkę, narkotyk wywołuje nieoczekiwane efekty uboczne, a pobyt na rajskiej wyspie zamienia się w koszmar rodem z domu wariatów.;;;;;urge;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
14;1;A Most Wanted Man;1007,1001,1000;4.06;1;2.97;1;;;;;demo_14;demo_14;;;;;;;;;;;;886;1;;0;both;;;;;"
Oparty na słynnym bestsellerze Johna le Carré thriller szpiegowski w reżyserii Antona Corbijna, twórcy „Control” oraz „Amerykanina”. Ostatnia wielka rola zdobywcy Oscara Philipa Seymoura Hoffmana („Capote”, „Igrzyska śmierci”). U jego boku: Rachel McAdams („Pamiętnik”), Willem Dafoe („Antychryst”) i Robin Wright („House of Cards”).Od ataku na World Trade Center minęło 10 lat. W Hamburgu, uważanym za jedną z głównych siedzib islamskich terrorystów, pojawia się młody, skrajnie wycieńczony Czeczen, Issa. Jego przyjazd natychmiast wzbudza niepokój kontrwywiadu. Tajemniczy mężczyzna rości sobie bowiem prawo do gigantycznej fortuny zdeponowanej przed laty w prywatnym banku. Wprowokacji przygotowanej przez służby nie tylko agenci będą mieli role do odegrania. Do rozgrywki przystąpi także młoda prawniczka Annabel i leciwy bankier, który jako jedyny ma dostęp do podejrzanego konta. Czy Issa jest ofiarą opresyjnego systemu, czy śmiertelnie groźnym terrorystą, którego kolejny ruch może okazać się tragiczny w skutkach? Rozpoczyna się niebezpieczna wywiadowcza gra, w której nikt nie ufa nikomu...
";;;;;a-most-wanted-man;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
15;1;Nice Guys. Równi goście (książka + płyta DVD);1007,1001,1000;4.06;1;2.97;1;;;;;demo_15;demo_15;;;;;;;;;;;;773;1;;0;both;;;;;Nagrodzony Oscarem® Russell Crowe („Gladiator”) oraz nominowany do Oscara® Ryan Gosling („Szkolny chwyt”) w najnowszym filmie twórcy „Zabójczej broni” oraz „Iron Mana 3”. Pełna akcji komedia o dwóch facetach, których dzieli wszystko oprócz śledztwa w sprawie zaginionej dziewczyny, jakie przyszło im wspólnie prowadzić.Prywatny detektyw Holland March (Ryan Gosling) i gruboskórny mięśniak do wynajęcia Jackson Healy (Russell Crowe) nie pałają do siebie sympatią. Zostają jednak wynajęci do rozwikłania tej samej sprawy zaginionej dziewczyny. Zapewne każdy prowadziłby ją na własną rękę, gdyby obaj nie stali się celem wynajętych morderców. Niechętnie muszą połączyć siły, by rozwiązać sprawę i ocalić życie. Tym bardziej, że wkrótce odkryją, że wdepnęli w większe bagno niż sądzili. Zaginięcie dziewczyny jest jedynie szczytem góry lodowej w sprawie, której nie tknąłby nikt komu życie miłe. Historia staje się więc coraz bardziej dramatyczna, ale mimo zagrożenia Holland i Jackson skupiają się głównie na dogryzaniu sobie nawzajem.;;;;;nice-guys-rowni-goscie-ksiazka-plyta-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
16;1;Latynoski ogier (DVD) + Książka;1008,1001,1000;4.06;1;2.97;1;;;;;demo_16;demo_16;;;;;;;;;;;;294;1;;0;both;;;;;25 lat temu Maximo (Eugenio Derbez) był playboyem, któremu nie oparła się żadna. Z uwodzenia kobiet uczynił sposób na życie, by ostatecznie poślubić dużo starszą od siebie milionerkę. Żył przy niej jak król. Gdy jednak pewnego dnia odkrył, że ta nie była mu wierna, postanowił zacząć życie od nowa. Bez pieniędzy, pracy i dachu nad głową. Gdy udało mu się odnaleźć dawno niewidzianą siostrę (Salma Hayek), okazało się, że ta samotnie wychowuje syna. Maximo postanawia wprowadzić dorastającego chłopca w tajniki uwodzenia. Czy rola mentora pomoże mu ponownie uwierzyć w siebie i odzyskać dawny urok?;;;;;latynoski-ogier-dvd-ksiazka;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
17;1;Suburbicon (DVD) + Książka;1008,1001,1000;4.06;1;2.97;1;;;;;demo_17;demo_17;;;;;;;;;;;;938;1;;0;both;;;;;"Matt Damon (Marsjanin), Julianne Moore (""Motyl Still Alice"") i Oscar Isaac (""Co jest grane, Davis?"") w komedii kryminalnej w reżyserii Georga Clooneya, według scenariusza braci Coen.Suburbicon to idealne amerykańskie miasteczko, istna reklama statecznego życia i dobrobytu czyli American Dream w czystej postaci. Jednak nie dla wszystkich. Życie rodziny Lodge'ów obraca w gruzy napad z bronią w ręku, w którym ginie seniorka rodu, ukochana mama nastoletniego Nicky'ego Lodge. Pogrążony w rozpaczy chłopak postanawia pomścić swą ukochaną rodzicielkę.W poszukiwaniu sprawców rozpoczyna śledztwo na własną rękę, w trakcie którego odkryje mroczne rodzinne sekrety, układy, machinacje i animozje, które nie były bez związku ze śmiercią jego matki.";;;;;suburbicon-dvd-ksiazka;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
18;1;Nice Guys. Równi goście (książka + płyta DVD);1008,1001,1000;4.06;1;2.97;1;;;;;demo_18;demo_18;;;;;;;;;;;;115;1;;0;both;;;;;Nagrodzony Oscarem® Russell Crowe („Gladiator”) oraz nominowany do Oscara® Ryan Gosling („Szkolny chwyt”) w najnowszym filmie twórcy „Zabójczej broni” oraz „Iron Mana 3”. Pełna akcji komedia o dwóch facetach, których dzieli wszystko oprócz śledztwa w sprawie zaginionej dziewczyny, jakie przyszło im wspólnie prowadzić.Prywatny detektyw Holland March (Ryan Gosling) i gruboskórny mięśniak do wynajęcia Jackson Healy (Russell Crowe) nie pałają do siebie sympatią. Zostają jednak wynajęci do rozwikłania tej samej sprawy zaginionej dziewczyny. Zapewne każdy prowadziłby ją na własną rękę, gdyby obaj nie stali się celem wynajętych morderców. Niechętnie muszą połączyć siły, by rozwiązać sprawę i ocalić życie. Tym bardziej, że wkrótce odkryją, że wdepnęli w większe bagno niż sądzili. Zaginięcie dziewczyny jest jedynie szczytem góry lodowej w sprawie, której nie tknąłby nikt komu życie miłe. Historia staje się więc coraz bardziej dramatyczna, ale mimo zagrożenia Holland i Jackson skupiają się głównie na dogryzaniu sobie nawzajem.;;;;;nice-guys-rowni-goscie-ksiazka-plyta-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
19;1;Zenek (DVD);1009,1001,1000;19.50;1;14.27;1;;;;;demo_19;demo_19;;;;;;;;;;;;70;1;;0;both;;;;;„Zenek” to oparta na biografii Zenona Martyniuka historia chłopaka z podlaskiej wsi, który realizuje swoje wielkie marzenie: śpiewa i bawi ludzi. Film ukazuje drogę Zenona do wielkiego sukcesu, który osiągnął dzięki uporowi, ciężkiej pracy i wielu wyrzeczeniom. Król disco polo jest tylko jeden!;;;;;zenek-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
20;1;Moja Gwiazda: Teen Spirit (DVD) + Książka;1009,1001,1000;8.12;1;5.94;1;;;;;demo_20;demo_20;;;;;;;;;;;;121;1;;0;both;;;;;Elle Fanning („Czarownica”, „Mary Shelley”) i  Agnieszka Grochowska („Obce niebo”, „W ciemności”) w porywającej opowieści o narodzinach polskiej gwiazdy na brytyjskiej scenie.W Wielkiej Brytanii mieszka ponad milion Polaków, którzy próbują spełnić swoje marzenie o lepszym życiu. Jedną z nich jest nastoletnia Violet Waleńska, która śni o karierze w brytyjskim showbiznesie. Jej kochająca, ale mocno stąpająca po ziemi matka widzi ją raczej w szkole, która da jej spokojną, pewną pracę. Gdy w ich miasteczku odbywają się eliminacje do słynnego talent show „Teen Spirit”, Violet bez wiedzy matki bierze w nich udział i ku swemu zdumieniu przechodzi do finałowego etapu. Skromna, niedoświadczona, ale utalentowana nastolatka z prowincji trafia nagle w tryby wielkiej rozrywkowej machiny. Tu wszystko dzieje się szybko, każdy myśli tylko o sobie, a o sukcesie nie zawsze decyduje talent. W takiej sytuacji to właśnie wsparcie najbliższych może okazać się kluczowe w drodze na życiowy szczyt. Los młodzieńczych marzeń Violet jest więc nie tylko w rękach jurorów, ale także jej matki.;;;;;moja-gwiazda-teen-spirit-dvd-ksiazka;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
21;1;La La Land (DVD) + Książka;1009,1001,1000;8.12;1;5.94;1;;;;;demo_21;demo_21;;;;;;;;;;;;369;1;;0;both;;;;;Mia jest początkującą aktorką, która w oczekiwaniu na szansę pracuje jako kelnerka. Sebastian to muzyk jazzowy, który zamiast nagrywać płyty, gra do kotleta w podrzędnej knajpce. Gdy drogi tych dwojga przetną się, połączy ich wspólne pragnienie, by zacząć wreszcie robić to co kochają. Miłość dodaje im sił, ale gdy kariery zaczynają się wreszcie układać, coraz mniej jest czasu i sił dla siebie nawzajem. Czy uda im się ocalić uczucie, nie rezygnując z marzeń?;;;;;la-la-land-dvd-ksiazka;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
22;1;Dżentelmeni (DVD);1010,1001,1000;16.25;1;11.89;1;;;;;demo_22;demo_22;;;;;;;;;;;;151;1;;0;both;;;;;Guy Ritchie, twórca kultowego „Przekrętu” i „Porachunków”, odpowiedzialny za reaktywację Sherlocka Holmesa, Króla Artura i Aladyna, powraca w gangsterskie rewiry. Brytyjska odpowiedź na „Pulp Fiction” na miarę XXI wieku!Londyński półświatek obiega plotka, że Mickey Pearson (Matthew McConaughey), Amerykanin, który zbudował tu narkotykowe imperium, chce się wycofać z rynku. Może nie służy mu klimat albo obawia się brexitu. Grunt, że rodowici brytyjscy bandyci węszą okazję do przejęcia jego biznesu. Sypią się oferty, groźby, pochlebstwa. Niektórzy próbują szantażu albo przekupstwa. Pearson jednak najwyraźniej nie podjął jeszcze ostatecznej decyzji. By mu w tym pomóc, niektórzy bardziej niecierpliwi sięgają po broń. A pewien cwany i dowcipny dziennikarz (Hugh Grant) szykuje przekręt, który może zmienić reguły gry. Pearson okazuje się jednak mistrzem gangsterskiej wolnej amerykanki. Zaczyna się bardzo kosztowna wojna. Ale dżentelmeni przecież nie rozmawiają o pieniądzach.;;;;;dzentelmeni-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
23;1;Gwiezdne Wojny: Skywalker. Odrodzenie (DVD);1010,1001,1000;28.45;1;20.82;1;;;;;demo_23;demo_23;;;;;;;;;;;;280;1;;0;both;;;;;Lucasfilm i reżyser J.J. Abrams ponownie łączą siły, aby zabrać widzów w spektakularną podróż do odległej galaktyki. Film „Gwiezdne wojny: Skywalker. Odrodzenie” to fascynujące zakończenie sagi Skywalkerów – narodzą się nowe legendy i ostatecznie zostanie rozstrzygnięta bitwa o wolność.;;;;;gwiezdne-wojny-skywalker-odrodzenie-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
24;1;Naprzód (DVD);1010,1001,1000;32.51;1;23.79;1;;;;;demo_24;demo_24;;;;;;;;;;;;466;1;;0;both;;;;;Najnowsza produkcja ze studia Disney Pixar.;;;;;naprzod-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
25;1;Kraina lodu 2 (BD);1011,1002,1000;64.96;1;47.53;1;;;;;demo_25;demo_25;;;;;;;;;;;;553;1;;0;both;;;;;Wielokrotnie nagradzani twórcy światowego fenomenu powracają z filmem! W „Krainie lodu II” znanym postaciom towarzyszy zupełnie nowa muzyka. Elsa, Anna, Kristoff, Olaf i Sven wyruszają z Arendelle do Zaklętej Puszczy oraz za Mroczne Morze. Czy Elsie uda się poznać prawdę o jej przeszłości oraz odkryć co zagraża królestwu?;;;;;kraina-lodu-2-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
26;1;Naprzód (BD);1011,1002,1000;56.83;1;41.58;1;;;;;demo_26;demo_26;;;;;;;;;;;;338;1;;0;both;;;;;Najnowsza produkcja ze studia Disney Pixar.;;;;;naprzod-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
27;1;Czarownica 2 (BR);1011,1002,1000;56.83;1;41.58;1;;;;;demo_27;demo_27;;;;;;;;;;;;276;1;;0;both;;;;;„Czarownica 2” z Angeliną Jolie w roli głównej to dalszy ciąg historii najsłynniejszego czarnego charakteru Disneya. Po wielu wspólnych szczęśliwych latach relacja Diaboliny i jej córki chrzestnej Aurory zostaje wystawiona na ciężką próbę. Przyczyną jest zbliżający się ślub Aurory. W życiu bohaterek pojawiają się nieoczekiwani sojusznicy i nowe, mroczne siły. Ich miłość okazuje się jednak mocniejsza, dzięki czemu żyją długo i szczęśliwie.;;;;;czarownica-2-br;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
28;1;Błękitna planeta 2 (3BD);1012,1002,1000;81.22;1;59.43;1;;;;;demo_28;demo_28;;;;;;;;;;;;127;1;;0;both;;;;;"""Błękitna planeta 2"" to przedsięwzięcie przełomowe. Wraz z kolejnym pokoleniem i rozwojem technologii, BBC powraca do podwodnego świata w drugiej odsłonie swojej sztandarowej produkcji. Nikt nigdy wcześniej nie zrealizował tak zapierających dech w piersiach, podwodnych zdjęć. Oto inspirująca podróż po największej, a jednocześnie najmniej znanej krainie naszej planety - tajemniczym świecie mórz i oceanów.Cztery lata pracy 25-osobowego zespołu, 125 ekspedycji do 39 krajów na wszystkich kontynentach i ponad 6 tys. godz. pod wodą - tyle wysiłku kosztowała ""Błękitna planeta 2"". Dzięki niesamowitej wytrwałości, pasji i zaangażowaniu powstała produkcja, która umożliwia widzom uchwycenie życia niezwykłych morskich stworzeń, przenosząc w ich magiczne światy. W tej niezwykłej podróży towarzyszy widzom Sir David Attenborough, a całą serię doskonale dopełnia muzyka Hansa Zimmera oraz zespołu Radiohead.";;;;;blekitna-planeta-2-3bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
29;1;Siedem światów. Jedna planeta (3BD);1012,1002,1000;73.09;1;53.48;1;;;;;demo_29;demo_29;;;;;;;;;;;;694;1;;0;both;;;;;Miliony lat temu niewyobrażalne siły rozerwały skorupę Ziemi, dając początek siedmiu nadzwyczajnym kontynentom. Z biegiem czasu każdy z nich rozwinął swój niezwykły świat przyrody.Od głębin południowoamerykańskich dżungli po zamarznięte szczyty Azji, od miast Europy po rozległe równiny Afryki – Siedem światów, jedna planeta ukazuje nieznane dotąd zachowania zwierząt oraz niezliczone, nieopowiedziane dotąd historie dzikiej przyrody każdego z kontynentów.Serial ujawnia fundamentalną prawdę o tym, co sprawia, że każdy z naszych siedmiu światów jest całkowicie wyjątkowy i ukazuje wyzwania stojące przed zwierzętami w ukształtowanym przez nas świecie.;;;;;siedem-swiatow-jedna-planeta-3bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
30;1;Film TIM FILM STUDIO Na krawędzi 3D;1012,1002,1000;16.25;1;11.89;1;;;;;demo_30;demo_30;;;;;;;;;;;;94;1;;0;both;;;;;"Na krawędzi to film dokumentalny opowiadający o pasjonatach Speedridingu - ryzykownego i ekstremalnego sportu będącego połączeniem narciarstwa i paralotniarstwa. Akcja filmu rozgrywa się w francuskim kurorcie Lez Arcs, gdzie zobaczymy niesamowite, kaskaderskie wyczyny, niedostępne nigdy wcześniej.
			";;;;;film-tim-film-studio-na-krawedzi-3d;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
