Product ID*;Product Reference;Attribute (Name:Type:Position)*;Value (Value:Position)*;Supplier reference;Reference;EAN13;UPC;Wholesale price;Impact on price;Ecotax;Quantity;Minimal quantity;Low stock level;Impact on weight;Default (0 = No, 1 = Yes);Combination available date;Image position;Image URLs (x,y,z...);Image alt texts (x,y,z...);ID / Name of shop;Advanced Stock Managment;Depends on stock;Warehouse
11;;Wersja językowa:radio:0;EN:0;;;;;;;;288;;;;;;;;;;;;
111;;Wersja językowa:radio:0;PL:0;;;;;;;;152;;;;1;;;;;;;;
111;;Wersja językowa:radio:0;EN:0;;;;;;;;76;;;;;;;;;;;;
113;;Wersja językowa:radio:0;PL:0;;;;;;;;258;;;;1;;;;;;;;
113;;Wersja językowa:radio:0;EN:0;;;;;;;;129;;;;;;;;;;;;
114;;Wersja językowa:radio:0;PL:0;;;;;;;;278;;;;1;;;;;;;;
114;;Wersja językowa:radio:0;EN:0;;;;;;;;139;;;;;;;;;;;;
115;;Wersja językowa:radio:0;PL:0;;;;;;;;516;;;;1;;;;;;;;
115;;Wersja językowa:radio:0;EN:0;;;;;;;;258;;;;;;;;;;;;
116;;Wersja językowa:radio:0;PL:0;;;;;;;;492;;;;1;;;;;;;;
116;;Wersja językowa:radio:0;EN:0;;;;;;;;246;;;;;;;;;;;;
117;;Wersja językowa:radio:0;PL:0;;;;;;;;688;;;;1;;;;;;;;
117;;Wersja językowa:radio:0;EN:0;;;;;;;;344;;;;;;;;;;;;
118;;Wersja językowa:radio:0;PL:0;;;;;;;;512;;;;1;;;;;;;;
118;;Wersja językowa:radio:0;EN:0;;;;;;;;256;;;;;;;;;;;;
119;;Wersja językowa:radio:0;PL:0;;;;;;;;158;;;;1;;;;;;;;
119;;Wersja językowa:radio:0;EN:0;;;;;;;;79;;;;;;;;;;;;
120;;Wersja językowa:radio:0;PL:0;;;;;;;;70;;;;1;;;;;;;;
120;;Wersja językowa:radio:0;EN:0;;;;;;;;35;;;;;;;;;;;;
121;;Wersja językowa:radio:0;PL:0;;;;;;;;758;;;;1;;;;;;;;
121;;Wersja językowa:radio:0;EN:0;;;;;;;;379;;;;;;;;;;;;
122;;Wersja językowa:radio:0;PL:0;;;;;;;;360;;;;1;;;;;;;;
122;;Wersja językowa:radio:0;EN:0;;;;;;;;180;;;;;;;;;;;;
123;;Wersja językowa:radio:0;PL:0;;;;;;;;166;;;;1;;;;;;;;
123;;Wersja językowa:radio:0;EN:0;;;;;;;;83;;;;;;;;;;;;
124;;Wersja językowa:radio:0;PL:0;;;;;;;;150;;;;1;;;;;;;;
124;;Wersja językowa:radio:0;EN:0;;;;;;;;75;;;;;;;;;;;;
125;;Wersja językowa:radio:0;PL:0;;;;;;;;448;;;;1;;;;;;;;
125;;Wersja językowa:radio:0;EN:0;;;;;;;;224;;;;;;;;;;;;
127;;Wersja językowa:radio:0;PL:0;;;;;;;;354;;;;1;;;;;;;;
127;;Wersja językowa:radio:0;EN:0;;;;;;;;177;;;;;;;;;;;;
128;;Wersja językowa:radio:0;PL:0;;;;;;;;414;;;;1;;;;;;;;
128;;Wersja językowa:radio:0;EN:0;;;;;;;;207;;;;;;;;;;;;
130;;Wersja językowa:radio:0;PL:0;;;;;;;;370;;;;1;;;;;;;;
130;;Wersja językowa:radio:0;EN:0;;;;;;;;185;;;;;;;;;;;;
131;;Wersja językowa:radio:0;PL:0;;;;;;;;654;;;;1;;;;;;;;
131;;Wersja językowa:radio:0;EN:0;;;;;;;;327;;;;;;;;;;;;
132;;Wersja językowa:radio:0;PL:0;;;;;;;;828;;;;1;;;;;;;;
132;;Wersja językowa:radio:0;EN:0;;;;;;;;414;;;;;;;;;;;;
133;;Wersja językowa:radio:0;PL:0;;;;;;;;288;;;;1;;;;;;;;
133;;Wersja językowa:radio:0;EN:0;;;;;;;;144;;;;;;;;;;;;
134;;Wersja językowa:radio:0;PL:0;;;;;;;;434;;;;1;;;;;;;;
134;;Wersja językowa:radio:0;EN:0;;;;;;;;217;;;;;;;;;;;;
136;;Wersja językowa:radio:0;PL:0;;;;;;;;442;;;;1;;;;;;;;
136;;Wersja językowa:radio:0;EN:0;;;;;;;;221;;;;;;;;;;;;
137;;Wersja językowa:radio:0;PL:0;;;;;;;;144;;;;1;;;;;;;;
137;;Wersja językowa:radio:0;EN:0;;;;;;;;72;;;;;;;;;;;;
138;;Wersja językowa:radio:0;PL:0;;;;;;;;720;;;;1;;;;;;;;
138;;Wersja językowa:radio:0;EN:0;;;;;;;;360;;;;;;;;;;;;
139;;Wersja językowa:radio:0;PL:0;;;;;;;;928;;;;1;;;;;;;;
139;;Wersja językowa:radio:0;EN:0;;;;;;;;464;;;;;;;;;;;;
140;;Wersja językowa:radio:0;PL:0;;;;;;;;352;;;;1;;;;;;;;
140;;Wersja językowa:radio:0;EN:0;;;;;;;;176;;;;;;;;;;;;
141;;Wersja językowa:radio:0;PL:0;;;;;;;;884;;;;1;;;;;;;;
141;;Wersja językowa:radio:0;EN:0;;;;;;;;442;;;;;;;;;;;;
144;;Wersja językowa:radio:0;PL:0;;;;;;;;130;;;;1;;;;;;;;
144;;Wersja językowa:radio:0;EN:0;;;;;;;;65;;;;;;;;;;;;
145;;Wersja językowa:radio:0;PL:0;;;;;;;;706;;;;1;;;;;;;;
145;;Wersja językowa:radio:0;EN:0;;;;;;;;353;;;;;;;;;;;;
147;;Wersja językowa:radio:0;PL:0;;;;;;;;4;;;;1;;;;;;;;
147;;Wersja językowa:radio:0;EN:0;;;;;;;;2;;;;;;;;;;;;
148;;Wersja językowa:radio:0;PL:0;;;;;;;;410;;;;1;;;;;;;;
148;;Wersja językowa:radio:0;EN:0;;;;;;;;205;;;;;;;;;;;;
15;;Wersja językowa:radio:0;PL:0;;;;;;;;356;;;;1;;;;;;;;
15;;Wersja językowa:radio:0;EN:0;;;;;;;;178;;;;;;;;;;;;
150;;Wersja językowa:radio:0;PL:0;;;;;;;;872;;;;1;;;;;;;;
150;;Wersja językowa:radio:0;EN:0;;;;;;;;436;;;;;;;;;;;;
152;;Wersja językowa:radio:0;PL:0;;;;;;;;908;;;;1;;;;;;;;
152;;Wersja językowa:radio:0;EN:0;;;;;;;;454;;;;;;;;;;;;
153;;Wersja językowa:radio:0;PL:0;;;;;;;;26;;;;1;;;;;;;;
153;;Wersja językowa:radio:0;EN:0;;;;;;;;13;;;;;;;;;;;;
156;;Wersja językowa:radio:0;PL:0;;;;;;;;912;;;;1;;;;;;;;
156;;Wersja językowa:radio:0;EN:0;;;;;;;;456;;;;;;;;;;;;
159;;Wersja językowa:radio:0;PL:0;;;;;;;;918;;;;1;;;;;;;;
159;;Wersja językowa:radio:0;EN:0;;;;;;;;459;;;;;;;;;;;;
16;;Wersja językowa:radio:0;PL:0;;;;;;;;656;;;;1;;;;;;;;
16;;Wersja językowa:radio:0;EN:0;;;;;;;;328;;;;;;;;;;;;
164;;Wersja językowa:radio:0;PL:0;;;;;;;;426;;;;1;;;;;;;;
164;;Wersja językowa:radio:0;EN:0;;;;;;;;213;;;;;;;;;;;;
165;;Wersja językowa:radio:0;PL:0;;;;;;;;154;;;;1;;;;;;;;
165;;Wersja językowa:radio:0;EN:0;;;;;;;;77;;;;;;;;;;;;
166;;Wersja językowa:radio:0;PL:0;;;;;;;;778;;;;1;;;;;;;;
166;;Wersja językowa:radio:0;EN:0;;;;;;;;389;;;;;;;;;;;;
167;;Wersja językowa:radio:0;PL:0;;;;;;;;706;;;;1;;;;;;;;
167;;Wersja językowa:radio:0;EN:0;;;;;;;;353;;;;;;;;;;;;
168;;Wersja językowa:radio:0;PL:0;;;;;;;;70;;;;1;;;;;;;;
168;;Wersja językowa:radio:0;EN:0;;;;;;;;35;;;;;;;;;;;;
169;;Wersja językowa:radio:0;PL:0;;;;;;;;324;;;;1;;;;;;;;
169;;Wersja językowa:radio:0;EN:0;;;;;;;;162;;;;;;;;;;;;
170;;Wersja językowa:radio:0;PL:0;;;;;;;;138;;;;1;;;;;;;;
170;;Wersja językowa:radio:0;EN:0;;;;;;;;69;;;;;;;;;;;;
172;;Wersja językowa:radio:0;PL:0;;;;;;;;246;;;;1;;;;;;;;
172;;Wersja językowa:radio:0;EN:0;;;;;;;;123;;;;;;;;;;;;
174;;Wersja językowa:radio:0;PL:0;;;;;;;;366;;;;1;;;;;;;;
174;;Wersja językowa:radio:0;EN:0;;;;;;;;183;;;;;;;;;;;;
175;;Wersja językowa:radio:0;PL:0;;;;;;;;594;;;;1;;;;;;;;
175;;Wersja językowa:radio:0;EN:0;;;;;;;;297;;;;;;;;;;;;
176;;Wersja językowa:radio:0;PL:0;;;;;;;;602;;;;1;;;;;;;;
176;;Wersja językowa:radio:0;EN:0;;;;;;;;301;;;;;;;;;;;;
177;;Wersja językowa:radio:0;PL:0;;;;;;;;86;;;;1;;;;;;;;
177;;Wersja językowa:radio:0;EN:0;;;;;;;;43;;;;;;;;;;;;
178;;Wersja językowa:radio:0;PL:0;;;;;;;;924;;;;1;;;;;;;;
178;;Wersja językowa:radio:0;EN:0;;;;;;;;462;;;;;;;;;;;;
179;;Wersja językowa:radio:0;PL:0;;;;;;;;348;;;;1;;;;;;;;
179;;Wersja językowa:radio:0;EN:0;;;;;;;;174;;;;;;;;;;;;
18;;Wersja językowa:radio:0;PL:0;;;;;;;;758;;;;1;;;;;;;;
18;;Wersja językowa:radio:0;EN:0;;;;;;;;379;;;;;;;;;;;;
180;;Wersja językowa:radio:0;PL:0;;;;;;;;122;;;;1;;;;;;;;
180;;Wersja językowa:radio:0;EN:0;;;;;;;;61;;;;;;;;;;;;
182;;Wersja językowa:radio:0;PL:0;;;;;;;;220;;;;1;;;;;;;;
182;;Wersja językowa:radio:0;EN:0;;;;;;;;110;;;;;;;;;;;;
183;;Wersja językowa:radio:0;PL:0;;;;;;;;732;;;;1;;;;;;;;
183;;Wersja językowa:radio:0;EN:0;;;;;;;;366;;;;;;;;;;;;
184;;Wersja językowa:radio:0;PL:0;;;;;;;;626;;;;1;;;;;;;;
184;;Wersja językowa:radio:0;EN:0;;;;;;;;313;;;;;;;;;;;;
185;;Wersja językowa:radio:0;PL:0;;;;;;;;444;;;;1;;;;;;;;
185;;Wersja językowa:radio:0;EN:0;;;;;;;;222;;;;;;;;;;;;
186;;Wersja językowa:radio:0;PL:0;;;;;;;;514;;;;1;;;;;;;;
186;;Wersja językowa:radio:0;EN:0;;;;;;;;257;;;;;;;;;;;;
187;;Wersja językowa:radio:0;PL:0;;;;;;;;948;;;;1;;;;;;;;
187;;Wersja językowa:radio:0;EN:0;;;;;;;;474;;;;;;;;;;;;
189;;Wersja językowa:radio:0;PL:0;;;;;;;;240;;;;1;;;;;;;;
189;;Wersja językowa:radio:0;EN:0;;;;;;;;120;;;;;;;;;;;;
19;;Wersja językowa:radio:0;PL:0;;;;;;;;894;;;;1;;;;;;;;
19;;Wersja językowa:radio:0;EN:0;;;;;;;;447;;;;;;;;;;;;
190;;Wersja językowa:radio:0;PL:0;;;;;;;;816;;;;1;;;;;;;;
190;;Wersja językowa:radio:0;EN:0;;;;;;;;408;;;;;;;;;;;;
191;;Wersja językowa:radio:0;PL:0;;;;;;;;32;;;;1;;;;;;;;
191;;Wersja językowa:radio:0;EN:0;;;;;;;;16;;;;;;;;;;;;
192;;Wersja językowa:radio:0;PL:0;;;;;;;;340;;;;1;;;;;;;;
192;;Wersja językowa:radio:0;EN:0;;;;;;;;170;;;;;;;;;;;;
193;;Wersja językowa:radio:0;PL:0;;;;;;;;98;;;;1;;;;;;;;
193;;Wersja językowa:radio:0;EN:0;;;;;;;;49;;;;;;;;;;;;
194;;Wersja językowa:radio:0;PL:0;;;;;;;;472;;;;1;;;;;;;;
194;;Wersja językowa:radio:0;EN:0;;;;;;;;236;;;;;;;;;;;;
195;;Wersja językowa:radio:0;PL:0;;;;;;;;506;;;;1;;;;;;;;
195;;Wersja językowa:radio:0;EN:0;;;;;;;;253;;;;;;;;;;;;
196;;Wersja językowa:radio:0;PL:0;;;;;;;;736;;;;1;;;;;;;;
196;;Wersja językowa:radio:0;EN:0;;;;;;;;368;;;;;;;;;;;;
197;;Wersja językowa:radio:0;PL:0;;;;;;;;88;;;;1;;;;;;;;
197;;Wersja językowa:radio:0;EN:0;;;;;;;;44;;;;;;;;;;;;
198;;Wersja językowa:radio:0;PL:0;;;;;;;;390;;;;1;;;;;;;;
198;;Wersja językowa:radio:0;EN:0;;;;;;;;195;;;;;;;;;;;;
199;;Wersja językowa:radio:0;PL:0;;;;;;;;84;;;;1;;;;;;;;
199;;Wersja językowa:radio:0;EN:0;;;;;;;;42;;;;;;;;;;;;
2;;Wersja językowa:radio:0;PL:0;;;;;;;;194;;;;1;;;;;;;;
2;;Wersja językowa:radio:0;EN:0;;;;;;;;97;;;;;;;;;;;;
20;;Wersja językowa:radio:0;PL:0;;;;;;;;976;;;;1;;;;;;;;
20;;Wersja językowa:radio:0;EN:0;;;;;;;;488;;;;;;;;;;;;
200;;Wersja językowa:radio:0;PL:0;;;;;;;;270;;;;1;;;;;;;;
200;;Wersja językowa:radio:0;EN:0;;;;;;;;135;;;;;;;;;;;;
201;;Wersja językowa:radio:0;PL:0;;;;;;;;496;;;;1;;;;;;;;
201;;Wersja językowa:radio:0;EN:0;;;;;;;;248;;;;;;;;;;;;
202;;Wersja językowa:radio:0;PL:0;;;;;;;;132;;;;1;;;;;;;;
202;;Wersja językowa:radio:0;EN:0;;;;;;;;66;;;;;;;;;;;;
203;;Wersja językowa:radio:0;PL:0;;;;;;;;36;;;;1;;;;;;;;
203;;Wersja językowa:radio:0;EN:0;;;;;;;;18;;;;;;;;;;;;
204;;Wersja językowa:radio:0;PL:0;;;;;;;;98;;;;1;;;;;;;;
204;;Wersja językowa:radio:0;EN:0;;;;;;;;49;;;;;;;;;;;;
206;;Wersja językowa:radio:0;PL:0;;;;;;;;278;;;;1;;;;;;;;
206;;Wersja językowa:radio:0;EN:0;;;;;;;;139;;;;;;;;;;;;
207;;Wersja językowa:radio:0;PL:0;;;;;;;;982;;;;1;;;;;;;;
207;;Wersja językowa:radio:0;EN:0;;;;;;;;491;;;;;;;;;;;;
209;;Wersja językowa:radio:0;PL:0;;;;;;;;982;;;;1;;;;;;;;
209;;Wersja językowa:radio:0;EN:0;;;;;;;;491;;;;;;;;;;;;
21;;Wersja językowa:radio:0;PL:0;;;;;;;;742;;;;1;;;;;;;;
21;;Wersja językowa:radio:0;EN:0;;;;;;;;371;;;;;;;;;;;;
211;;Wersja językowa:radio:0;PL:0;;;;;;;;626;;;;1;;;;;;;;
211;;Wersja językowa:radio:0;EN:0;;;;;;;;313;;;;;;;;;;;;
212;;Wersja językowa:radio:0;PL:0;;;;;;;;726;;;;1;;;;;;;;
212;;Wersja językowa:radio:0;EN:0;;;;;;;;363;;;;;;;;;;;;
213;;Wersja językowa:radio:0;PL:0;;;;;;;;28;;;;1;;;;;;;;
213;;Wersja językowa:radio:0;EN:0;;;;;;;;14;;;;;;;;;;;;
215;;Wersja językowa:radio:0;PL:0;;;;;;;;282;;;;1;;;;;;;;
215;;Wersja językowa:radio:0;EN:0;;;;;;;;141;;;;;;;;;;;;
217;;Wersja językowa:radio:0;PL:0;;;;;;;;798;;;;1;;;;;;;;
217;;Wersja językowa:radio:0;EN:0;;;;;;;;399;;;;;;;;;;;;
218;;Wersja językowa:radio:0;PL:0;;;;;;;;858;;;;1;;;;;;;;
218;;Wersja językowa:radio:0;EN:0;;;;;;;;429;;;;;;;;;;;;
219;;Wersja językowa:radio:0;PL:0;;;;;;;;326;;;;1;;;;;;;;
219;;Wersja językowa:radio:0;EN:0;;;;;;;;163;;;;;;;;;;;;
22;;Wersja językowa:radio:0;PL:0;;;;;;;;464;;;;1;;;;;;;;
22;;Wersja językowa:radio:0;EN:0;;;;;;;;232;;;;;;;;;;;;
220;;Wersja językowa:radio:0;PL:0;;;;;;;;912;;;;1;;;;;;;;
220;;Wersja językowa:radio:0;EN:0;;;;;;;;456;;;;;;;;;;;;
221;;Wersja językowa:radio:0;PL:0;;;;;;;;778;;;;1;;;;;;;;
221;;Wersja językowa:radio:0;EN:0;;;;;;;;389;;;;;;;;;;;;
222;;Wersja językowa:radio:0;PL:0;;;;;;;;942;;;;1;;;;;;;;
222;;Wersja językowa:radio:0;EN:0;;;;;;;;471;;;;;;;;;;;;
223;;Wersja językowa:radio:0;PL:0;;;;;;;;660;;;;1;;;;;;;;
223;;Wersja językowa:radio:0;EN:0;;;;;;;;330;;;;;;;;;;;;
224;;Wersja językowa:radio:0;PL:0;;;;;;;;160;;;;1;;;;;;;;
224;;Wersja językowa:radio:0;EN:0;;;;;;;;80;;;;;;;;;;;;
225;;Wersja językowa:radio:0;PL:0;;;;;;;;950;;;;1;;;;;;;;
225;;Wersja językowa:radio:0;EN:0;;;;;;;;475;;;;;;;;;;;;
226;;Wersja językowa:radio:0;PL:0;;;;;;;;204;;;;1;;;;;;;;
226;;Wersja językowa:radio:0;EN:0;;;;;;;;102;;;;;;;;;;;;
227;;Wersja językowa:radio:0;PL:0;;;;;;;;842;;;;1;;;;;;;;
227;;Wersja językowa:radio:0;EN:0;;;;;;;;421;;;;;;;;;;;;
228;;Wersja językowa:radio:0;PL:0;;;;;;;;158;;;;1;;;;;;;;
228;;Wersja językowa:radio:0;EN:0;;;;;;;;79;;;;;;;;;;;;
229;;Wersja językowa:radio:0;PL:0;;;;;;;;754;;;;1;;;;;;;;
229;;Wersja językowa:radio:0;EN:0;;;;;;;;377;;;;;;;;;;;;
23;;Wersja językowa:radio:0;PL:0;;;;;;;;4;;;;1;;;;;;;;
23;;Wersja językowa:radio:0;EN:0;;;;;;;;2;;;;;;;;;;;;
230;;Wersja językowa:radio:0;PL:0;;;;;;;;634;;;;1;;;;;;;;
230;;Wersja językowa:radio:0;EN:0;;;;;;;;317;;;;;;;;;;;;
231;;Wersja językowa:radio:0;PL:0;;;;;;;;216;;;;1;;;;;;;;
231;;Wersja językowa:radio:0;EN:0;;;;;;;;108;;;;;;;;;;;;
232;;Wersja językowa:radio:0;PL:0;;;;;;;;242;;;;1;;;;;;;;
232;;Wersja językowa:radio:0;EN:0;;;;;;;;121;;;;;;;;;;;;
233;;Wersja językowa:radio:0;PL:0;;;;;;;;964;;;;1;;;;;;;;
233;;Wersja językowa:radio:0;EN:0;;;;;;;;482;;;;;;;;;;;;
234;;Wersja językowa:radio:0;PL:0;;;;;;;;938;;;;1;;;;;;;;
234;;Wersja językowa:radio:0;EN:0;;;;;;;;469;;;;;;;;;;;;
235;;Wersja językowa:radio:0;PL:0;;;;;;;;604;;;;1;;;;;;;;
235;;Wersja językowa:radio:0;EN:0;;;;;;;;302;;;;;;;;;;;;
236;;Wersja językowa:radio:0;PL:0;;;;;;;;856;;;;1;;;;;;;;
236;;Wersja językowa:radio:0;EN:0;;;;;;;;428;;;;;;;;;;;;
238;;Wersja językowa:radio:0;PL:0;;;;;;;;922;;;;1;;;;;;;;
238;;Wersja językowa:radio:0;EN:0;;;;;;;;461;;;;;;;;;;;;
239;;Wersja językowa:radio:0;PL:0;;;;;;;;358;;;;1;;;;;;;;
239;;Wersja językowa:radio:0;EN:0;;;;;;;;179;;;;;;;;;;;;
240;;Wersja językowa:radio:0;PL:0;;;;;;;;582;;;;1;;;;;;;;
240;;Wersja językowa:radio:0;EN:0;;;;;;;;291;;;;;;;;;;;;
241;;Wersja językowa:radio:0;PL:0;;;;;;;;76;;;;1;;;;;;;;
241;;Wersja językowa:radio:0;EN:0;;;;;;;;38;;;;;;;;;;;;
242;;Wersja językowa:radio:0;PL:0;;;;;;;;906;;;;1;;;;;;;;
242;;Wersja językowa:radio:0;EN:0;;;;;;;;453;;;;;;;;;;;;
243;;Wersja językowa:radio:0;PL:0;;;;;;;;516;;;;1;;;;;;;;
243;;Wersja językowa:radio:0;EN:0;;;;;;;;258;;;;;;;;;;;;
244;;Wersja językowa:radio:0;PL:0;;;;;;;;952;;;;1;;;;;;;;
244;;Wersja językowa:radio:0;EN:0;;;;;;;;476;;;;;;;;;;;;
245;;Wersja językowa:radio:0;PL:0;;;;;;;;736;;;;1;;;;;;;;
245;;Wersja językowa:radio:0;EN:0;;;;;;;;368;;;;;;;;;;;;
246;;Wersja językowa:radio:0;PL:0;;;;;;;;596;;;;1;;;;;;;;
246;;Wersja językowa:radio:0;EN:0;;;;;;;;298;;;;;;;;;;;;
247;;Wersja językowa:radio:0;PL:0;;;;;;;;160;;;;1;;;;;;;;
247;;Wersja językowa:radio:0;EN:0;;;;;;;;80;;;;;;;;;;;;
248;;Wersja językowa:radio:0;PL:0;;;;;;;;590;;;;1;;;;;;;;
248;;Wersja językowa:radio:0;EN:0;;;;;;;;295;;;;;;;;;;;;
249;;Wersja językowa:radio:0;PL:0;;;;;;;;82;;;;1;;;;;;;;
249;;Wersja językowa:radio:0;EN:0;;;;;;;;41;;;;;;;;;;;;
250;;Wersja językowa:radio:0;PL:0;;;;;;;;418;;;;1;;;;;;;;
250;;Wersja językowa:radio:0;EN:0;;;;;;;;209;;;;;;;;;;;;
251;;Wersja językowa:radio:0;PL:0;;;;;;;;306;;;;1;;;;;;;;
251;;Wersja językowa:radio:0;EN:0;;;;;;;;153;;;;;;;;;;;;
252;;Wersja językowa:radio:0;PL:0;;;;;;;;518;;;;1;;;;;;;;
252;;Wersja językowa:radio:0;EN:0;;;;;;;;259;;;;;;;;;;;;
253;;Wersja językowa:radio:0;PL:0;;;;;;;;562;;;;1;;;;;;;;
253;;Wersja językowa:radio:0;EN:0;;;;;;;;281;;;;;;;;;;;;
254;;Wersja językowa:radio:0;PL:0;;;;;;;;266;;;;1;;;;;;;;
254;;Wersja językowa:radio:0;EN:0;;;;;;;;133;;;;;;;;;;;;
255;;Wersja językowa:radio:0;PL:0;;;;;;;;284;;;;1;;;;;;;;
255;;Wersja językowa:radio:0;EN:0;;;;;;;;142;;;;;;;;;;;;
256;;Wersja językowa:radio:0;PL:0;;;;;;;;446;;;;1;;;;;;;;
256;;Wersja językowa:radio:0;EN:0;;;;;;;;223;;;;;;;;;;;;
258;;Wersja językowa:radio:0;PL:0;;;;;;;;634;;;;1;;;;;;;;
258;;Wersja językowa:radio:0;EN:0;;;;;;;;317;;;;;;;;;;;;
26;;Wersja językowa:radio:0;PL:0;;;;;;;;284;;;;1;;;;;;;;
26;;Wersja językowa:radio:0;EN:0;;;;;;;;142;;;;;;;;;;;;
260;;Wersja językowa:radio:0;PL:0;;;;;;;;304;;;;1;;;;;;;;
260;;Wersja językowa:radio:0;EN:0;;;;;;;;152;;;;;;;;;;;;
262;;Wersja językowa:radio:0;PL:0;;;;;;;;200;;;;1;;;;;;;;
262;;Wersja językowa:radio:0;EN:0;;;;;;;;100;;;;;;;;;;;;
263;;Wersja językowa:radio:0;PL:0;;;;;;;;78;;;;1;;;;;;;;
263;;Wersja językowa:radio:0;EN:0;;;;;;;;39;;;;;;;;;;;;
267;;Wersja językowa:radio:0;PL:0;;;;;;;;438;;;;1;;;;;;;;
267;;Wersja językowa:radio:0;EN:0;;;;;;;;219;;;;;;;;;;;;
268;;Wersja językowa:radio:0;PL:0;;;;;;;;490;;;;1;;;;;;;;
268;;Wersja językowa:radio:0;EN:0;;;;;;;;245;;;;;;;;;;;;
269;;Wersja językowa:radio:0;PL:0;;;;;;;;70;;;;1;;;;;;;;
269;;Wersja językowa:radio:0;EN:0;;;;;;;;35;;;;;;;;;;;;
27;;Wersja językowa:radio:0;PL:0;;;;;;;;214;;;;1;;;;;;;;
27;;Wersja językowa:radio:0;EN:0;;;;;;;;107;;;;;;;;;;;;
273;;Wersja językowa:radio:0;PL:0;;;;;;;;172;;;;1;;;;;;;;
273;;Wersja językowa:radio:0;EN:0;;;;;;;;86;;;;;;;;;;;;
274;;Wersja językowa:radio:0;PL:0;;;;;;;;242;;;;1;;;;;;;;
274;;Wersja językowa:radio:0;EN:0;;;;;;;;121;;;;;;;;;;;;
275;;Wersja językowa:radio:0;PL:0;;;;;;;;318;;;;1;;;;;;;;
275;;Wersja językowa:radio:0;EN:0;;;;;;;;159;;;;;;;;;;;;
276;;Wersja językowa:radio:0;PL:0;;;;;;;;438;;;;1;;;;;;;;
276;;Wersja językowa:radio:0;EN:0;;;;;;;;219;;;;;;;;;;;;
277;;Wersja językowa:radio:0;PL:0;;;;;;;;680;;;;1;;;;;;;;
277;;Wersja językowa:radio:0;EN:0;;;;;;;;340;;;;;;;;;;;;
279;;Wersja językowa:radio:0;PL:0;;;;;;;;382;;;;1;;;;;;;;
279;;Wersja językowa:radio:0;EN:0;;;;;;;;191;;;;;;;;;;;;
28;;Wersja językowa:radio:0;PL:0;;;;;;;;992;;;;1;;;;;;;;
28;;Wersja językowa:radio:0;EN:0;;;;;;;;496;;;;;;;;;;;;
280;;Wersja językowa:radio:0;PL:0;;;;;;;;112;;;;1;;;;;;;;
280;;Wersja językowa:radio:0;EN:0;;;;;;;;56;;;;;;;;;;;;
283;;Wersja językowa:radio:0;PL:0;;;;;;;;274;;;;1;;;;;;;;
283;;Wersja językowa:radio:0;EN:0;;;;;;;;137;;;;;;;;;;;;
284;;Wersja językowa:radio:0;PL:0;;;;;;;;108;;;;1;;;;;;;;
284;;Wersja językowa:radio:0;EN:0;;;;;;;;54;;;;;;;;;;;;
285;;Wersja językowa:radio:0;PL:0;;;;;;;;860;;;;1;;;;;;;;
285;;Wersja językowa:radio:0;EN:0;;;;;;;;430;;;;;;;;;;;;
286;;Wersja językowa:radio:0;PL:0;;;;;;;;966;;;;1;;;;;;;;
286;;Wersja językowa:radio:0;EN:0;;;;;;;;483;;;;;;;;;;;;
